JNR	DYRNR	MATR	BAKTFUND	DYREART	PRV_DATO	CHR_NR	AKTVNR	SEKTION	EPINR	SYSBEM	ANALYSE	region
A161262	1	766		81	24APR2001:00:00:00	10405	5133	1fj	1		ca-772	R1
A55387	1	772	ccol	81	20JAN2000:00:00:00	10309	5133	1fj	3			R7
A24235	2	664	ccol	10	26JAN2000:00:00:00	3	3413	res	NA			NA
A24235	1	664	ccol	10	26JAN2000:00:00:00	3	3413	res	NA			NA
A59436	1	772	ccol	83	13MAR2000:00:00:00	10481	5133	1fj	NA			R2
A59240	1	772	ccol	81	13MAR2000:00:00:00	10637	5133	1fj	1			R3
A63491	1	772	ccol	81	02MAY2000:00:00:00	10317	5133	1fj	1			R8
A158882	1	766		81	07MAR2001:00:00:00	10402	5133	1fj	1		ca-772	R1
A158848	1	766		81	08MAR2001:00:00:00	10652	5133	1fj	1		ca-772	R5
A158881	1	766		81	06MAR2001:00:00:00	10403	5133	1fj	1		ca-772	R1
A158855	1	766		81	08MAR2001:00:00:00	10152	5133	1fj	2		ca-772	R2
A158884	1	766		81	08MAR2001:00:00:00	10554	5133	1fj	2		ca-772	R1
A158829	1	766		81	08MAR2001:00:00:00	10563	5133	1fj	5		ca-772	R5
A158086	1	766		89	23FEB2001:00:00:00	10539	5133	1fj	NA		ca-772	R3
A158875	1	766		81	08MAR2001:00:00:00	10178	5133	1fj	1		ca-772	NA
A159025	1	766		81	12MAR2001:00:00:00	10349	5133	1fj	2		ca-772	R2
A159023	1	766		81	08MAR2001:00:00:00	10371	5133	1fj	2		ca-772	R1
A159053	1	766		81	12MAR2001:00:00:00	10364	5133	1fj	2		ca-772	R1
A159434	1	766		81	13MAR2001:00:00:00	10222	5133	1fj	3		ca-772	R2
A159432	1	766		81	13MAR2001:00:00:00	10222	5133	1fj	1		ca-772	R2
A159410	1	766		81	11MAR2001:00:00:00	10423	5133	1fj	1		ca-772	R1
A159389	1	766		81	14MAR2001:00:00:00	10388	5133	1fj	2		ca-772	R1
A159294	1	766		83	08MAR2001:00:00:00	10514	5133	1fj	NA		ca-772	R2
A159416	1	766		81	12MAR2001:00:00:00	10603	5133	1fj	4		ca-772	R3
A159396	1	766		81	15MAR2001:00:00:00	10163	5133	1fj	2		ca-772	NA
A159364	1	766		81	13MAR2001:00:00:00	10444	5133	1fj	1		ca-772	R3
A159399	1	766		81	14MAR2001:00:00:00	10543	5133	1fj	1		ca-772	R7
A159366	1	766		81	15MAR2001:00:00:00	10349	5133	1fj	1		ca-772	R2
A159440	1	766		81	14MAR2001:00:00:00	10410	5133	1fj	2		ca-772	R1
A159450	1	766		81	12MAR2001:00:00:00	10247	5133	1fj	3		ca-772	R2
A159436	1	766		81	14MAR2001:00:00:00	10222	5133	1fj	41		ca-772	R2
A159420	1	766		81	14MAR2001:00:00:00	10634	5133	1fj	1		ca-772	R2
A159424	1	766		81	13MAR2001:00:00:00	10526	5133	1fj	2		ca-772	R3
A159422	1	766		81	12MAR2001:00:00:00	10526	5133	1fj	1		ca-772	R3
A159378	1	766		81	15MAR2001:00:00:00	10233	5133	1fj	8		ca-772	R6
A159379	1	766		81	15MAR2001:00:00:00	10584	5133	1fj	1		ca-772	R7
A159211	1	772		2	13MAR2001:00:00:00	1	5334	1fj	NA		fj-camp	NA
A159565	1	766		81	16MAR2001:00:00:00	10349	5133	1fj	2		ca-772	R2
A159540	1	766		81	16MAR2001:00:00:00	10438	5133	1fj	2		ca-772	R3
A159545	1	766		84	19MAR2001:00:00:00	10666	5133	1fj	NA		ca-772	R7
A159691	1	766		81	16MAR2001:00:00:00	10211	5133	1fj	1		ca-772	R1
A159773	1	766		81	22MAR2001:00:00:00	10332	5133	1fj	2		ca-772	R3
A159819	1	766		81	22MAR2001:00:00:00	10233	5133	1fj	8		ca-772	R6
A159824	1	766		81	21MAR2001:00:00:00	10121	5133	1fj	4		ca-772	R8
A159775	1	766		81	19MAR2001:00:00:00	10549	5133	1fj	1		ca-772	R1
A159777	1	766		81	20MAR2001:00:00:00	10045	5133	1fj	1		ca-772	R5
A159783	1	766		81	20MAR2001:00:00:00	10531	5133	1fj	4		ca-772	R5
A159786	1	766		81	21MAR2001:00:00:00	10531	5133	1fj	9		ca-772	R5
A159568	1	766		89	16MAR2001:00:00:00	10287	5133	1fj	NA		ca-772	NA
A159569	1	766		89	16MAR2001:00:00:00	10179	5133	1fj	NA		ca-772	R7
A159452	1	766		89	14MAR2001:00:00:00	10287	5133	1fj	NA		ca-772	NA
A159952	1	766		81	26MAR2001:00:00:00	10167	5133	1fj	1		ca-772	R5
A159978	1	766		81	22MAR2001:00:00:00	10098	5133	1fj	1		ca-772	R3
A159971	1	766		81	23MAR2001:00:00:00	10129	5133	1fj	2		ca-772	R7
A159974	1	766		81	26MAR2001:00:00:00	10076	5133	1fj	1		ca-772	R5
A159942	1	766		81	23MAR2001:00:00:00	10210	5133	1fj	4		ca-772	NA
A160256	1	766		81	28MAR2001:00:00:00	10202	5133	1fj	2		ca-772	R5
A160258	1	766		81	27MAR2001:00:00:00	10647	5133	1fj	3		ca-772	R8
A160217	1	766		81	28MAR2001:00:00:00	10190	5133	1fj	1		ca-772	R3
A160240	1	766		81	27MAR2001:00:00:00	10126	5133	1fj	1		ca-772	R2
A160286	1	766		81	29MAR2001:00:00:00	10111	5133	1fj	1		ca-772	R5
A160285	1	766		81	29MAR2001:00:00:00	10384	5133	1fj	1		ca-772	R1
A160287	1	766		81	28MAR2001:00:00:00	10111	5133	1fj	2		ca-772	R5
A160252	1	766		81	27MAR2001:00:00:00	10103	5133	1fj	1		ca-772	NA
A159838	1	766		89	22MAR2001:00:00:00	10527	5133	1fj	NA		ca-772	NA
A159839	1	766		89	21MAR2001:00:00:00	10309	5133	1fj	NA		ca-772	R7
A159056	1	766		89	09MAR2001:00:00:00	10287	5133	1fj	NA		ca-772	NA
A160431	1	766		81	30MAR2001:00:00:00	10610	5133	1fj	2		ca-772	R5
A160407	1	766		81	30MAR2001:00:00:00	10089	5133	1fj	5		ca-772	NA
A159999	1	766		89	26MAR2001:00:00:00	10539	5133	1fj	NA		ca-772	R3
A160442	1	766		89	02APR2001:00:00:00	10287	5133	1fj	NA		ca-772	NA
A160594	1	766		81	05APR2001:00:00:00	10011	5133	1fj	1		ca-772	R6
A160573	1	766		81	05APR2001:00:00:00	10250	5133	1fj	3		ca-772	R2
A160572	1	766		81	05APR2001:00:00:00	10250	5133	1fj	2		ca-772	R2
A160580	1	766		81	05APR2001:00:00:00	10367	5133	1fj	2		ca-772	R1
A160558	1	766		81	02APR2001:00:00:00	10456	5133	1fj	2		ca-772	R5
A160548	1	766		81	05APR2001:00:00:00	10105	5133	1fj	1		ca-772	NA
A160575	1	766		81	05APR2001:00:00:00	10250	5133	1fj	5		ca-772	R2
A160560	1	766		81	03APR2001:00:00:00	10625	5133	1fj	1		ca-772	R1
A160577	1	766		81	04APR2001:00:00:00	10241	5133	1fj	1		ca-772	NA
A160767	1	766		81	09APR2001:00:00:00	10619	5133	1fj	2		ca-772	R5
A160736	1	766		81	09APR2001:00:00:00	10243	5133	1fj	4		ca-772	R3
A160724	1	766		81	06APR2001:00:00:00	10532	5133	1fj	2		ca-772	R4
A160897	1	766		81	09APR2001:00:00:00	10553	5133	1fj	5		ca-772	R1
A160880	1	766		81	14APR2001:00:00:00	10306	5133	1fj	6		ca-772	R3
A160854	1	766		81	11APR2001:00:00:00	10266	5133	1fj	1		ca-772	R6
A161034	1	766		81	11APR2001:00:00:00	10596	5133	1fj	3		ca-772	R5
A161006	1	766		81	19APR2001:00:00:00	10375	5133	1fj	2		ca-772	R7
A161011	1	766		81	18APR2001:00:00:00	10320	5133	1fj	1		ca-772	NA
A160993	1	766		81	17APR2001:00:00:00	10154	5133	1fj	2		ca-772	R1
A160994	1	766		81	17APR2001:00:00:00	10374	5133	1fj	1		ca-772	R5
A161090	1	766		81	23APR2001:00:00:00	10156	5133	1fj	4		ca-772	NA
A161083	1	766		81	20APR2001:00:00:00	10605	5133	1fj	1		ca-772	R8
A161141	1	766		81	20APR2001:00:00:00	10434	5133	1fj	5		ca-772	R3
A161076	1	766		81	20APR2001:00:00:00	10009	5133	1fj	4		ca-772	R3
A161043	1	766		89	19APR2001:00:00:00	10287	5133	1fj	NA		ca-772	NA
A161160	1	766		89	20APR2001:00:00:00	10515	5133	1fj	NA		ca-772	NA
A160902	1	766		89	11APR2001:00:00:00	10032	5133	1fj	NA		ca-772	R3
A161161	1	766		89	23APR2001:00:00:00	10515	5133	1fj	NA		ca-772	NA
A161258	1	766		81	25APR2001:00:00:00	10149	5133	1fj	1		ca-772	R6
A161319	1	766		81	24APR2001:00:00:00	10191	5133	1fj	1		ca-772	NA
A161274	1	766		81	24APR2001:00:00:00	10404	5133	1fj	5		ca-772	R1
A161316	1	766		83	23APR2001:00:00:00	10323	5133	1fj	NA		ca-772	R8
A158812	1	766		81	07MAR2001:00:00:00	10205	5133	1fj	1		ca-772	R2
A100923	10	210		76	10MAY2001:00:00:00	1	5126	1pv	NA		pv-camp	NA
A100923	8	210		76	10MAY2001:00:00:00	1	5126	1pv	NA		pv-camp	NA
A100923	7	210		76	10MAY2001:00:00:00	1	5126	1pv	NA		pv-camp	NA
A100923	2	210		76	10MAY2001:00:00:00	1	5126	1pv	NA		pv-camp	NA
A100923	1	210		76	10MAY2001:00:00:00	1	5126	1pv	NA		pv-camp	NA
A100964	1	66		55	17MAY2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A124457	1	766		81	18APR2001:00:00:00	10194	5338	res	1		res-camp	R5
A124453	1	766		81	11APR2001:00:00:00	10132	5338	res	1		res-camp	R1
A100986	1	21		1	22MAY2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A101005	1	21		1	25MAY2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A101186	1	210		1	14JUN2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A101141	1	21		1	08JUN2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A100974	1	766		43	18MAY2001:00:00:00	1	5126	1pv	NA		pv-camp	NA
A124594	3	21	camp	20	08JUN2001:00:00:00	3	3413	res	NA		res-camp	NA
A100987	1	21		43	22MAY2001:00:00:00	1	5126	1pv	NA		pv-camp	NA
A124638	1	766		81	29JUN2001:00:00:00	10169	5338	res	2		res-camp	R4
A124614	1	766		81	27JUN2001:00:00:00	10222	5338	res	3		res-camp	R2
A124555	1	766		81	28MAY2001:00:00:00	10357	5338	res	1		res-camp	R2
A124646	1	766		81	03JUL2001:00:00:00	10529	5338	res	1		res-camp	R7
A124816	2	21		20	05SEP2001:00:00:00	3	3413	res	NA		res-camp	NA
A124816	1	21		20	05SEP2001:00:00:00	3	3413	res	NA		res-camp	NA
A102001	1	210		79	17OCT2001:00:00:00	1	5126	1pv	NA		pv-camp	NA
A124664	1	766		81	05JUL2001:00:00:00	10100	5338	res	7		res-camp	R1
A124740	1	766		83	09AUG2001:00:00:00	10525	5338	res	NA		res-camp	R7
A124680	1	766		81	13JUL2001:00:00:00	10486	5338	res	1		res-camp	R8
A124668	1	766		81	12JUL2001:00:00:00	10367	5338	res	1		res-camp	R1
A124667	1	766		81	10JUL2001:00:00:00	10121	5338	res	1		res-camp	R8
A102028	1	21		1	19OCT2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A124917	6	664		10	23OCT2001:00:00:00	3	3413	res	NA		res-camp	NA
A124917	5	664		10	23OCT2001:00:00:00	3	3413	res	NA		res-camp	NA
A102162	1	21		2	06NOV2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A102273	1	210		79	30NOV2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A125121	3	21		20	03DEC2001:00:00:00	3	3413	res	NA		res-camp	NA
A125121	2	21		20	03DEC2001:00:00:00	3	3413	res	NA		res-camp	NA
A124947	1	766		81	12NOV2001:00:00:00	10432	5133	res	1		res-camp	R2
A124964	1	766		81	13NOV2001:00:00:00	10086	5133	res	1		res-camp	NA
A124939	1	766	camp	81	13NOV2001:00:00:00	10624	5133	res	1		res-camp	R5
A124966	1	766	camp	81	14NOV2001:00:00:00	10244	5133	res	1		res-camp	R4
A124929	1	766	camp	81	08NOV2001:00:00:00	10434	5133	res	2		res-camp	R3
A124992	1	766		81	19NOV2001:00:00:00	10239	5133	res	1		res-camp	R6
A125004	1	766		81	19NOV2001:00:00:00	10595	5133	res	5		res-camp	NA
A125006	1	766		81	20NOV2001:00:00:00	10554	5133	res	2		res-camp	R1
A125075	1	766	camp	81	28NOV2001:00:00:00	10666	5133	res	1		res-camp	R7
A125117	1	766		81	03DEC2001:00:00:00	10121	5133	res	3		res-camp	R8
A125018	1	766		81	19NOV2001:00:00:00	10548	5133	res	5		res-camp	R2
A125179	1	766		81	14DEC2001:00:00:00	10352	5133	res	1		res-camp	R1
A125182	1	766	camp	81	17DEC2001:00:00:00	10089	5133	res	9		res-camp	NA
A125135	1	766		81	06DEC2001:00:00:00	10304	5133	res	1		res-camp	R7
A125136	1	766		81	06DEC2001:00:00:00	10237	5133	res	2		res-camp	R8
A125105	1	766		81	03DEC2001:00:00:00	10196	5133	res	1		res-camp	R3
A125108	1	766		81	03DEC2001:00:00:00	10033	5133	res	3		res-camp	R3
A125059	1	766		81	23NOV2001:00:00:00	10127	5133	res	4		res-camp	R4
A125062	1	766		81	23NOV2001:00:00:00	10207	5133	res	1		res-camp	R5
A125115	1	766		81	03DEC2001:00:00:00	10610	5133	res	3		res-camp	R5
A125129	1	766		81	06DEC2001:00:00:00	10486	5133	res	1		res-camp	R8
A125145	1	766	camp	81	07DEC2001:00:00:00	10543	5133	res	1		res-camp	R7
A125146	1	766	camp	81	07DEC2001:00:00:00	10190	5133	res	1		res-camp	R3
A125151	1	766	camp	81	07DEC2001:00:00:00	10247	5133	res	5		res-camp	R2
A125054	1	766		81	22NOV2001:00:00:00	10009	5133	res	1		res-camp	R3
A125080	1	766		81	28NOV2001:00:00:00	10210	5133	res	2		res-camp	NA
A125081	1	766		81	29NOV2001:00:00:00	10467	5133	res	1		res-camp	NA
A125086	1	766	camp	81	28NOV2001:00:00:00	10245	5133	res	1		res-camp	R4
A125021	1	766	camp	81	20NOV2001:00:00:00	10307	5133	res	4		res-camp	R3
A125030	1	766		81	21NOV2001:00:00:00	10106	5133	res	2		res-camp	R3
A125039	1	766		81	22NOV2001:00:00:00	10191	5133	res	1		res-camp	NA
A157852	1	766		81	22FEB2001:00:00:00	10307	5133	1fj	1		ca-772	R3
A157888	1	766		81	22FEB2001:00:00:00	10203	5133	1fj	2		ca-772	R3
A157866	1	766		81	21FEB2001:00:00:00	10306	5133	1fj	4		ca-772	R3
A157900	1	766		81	21FEB2001:00:00:00	10245	5133	1fj	1		ca-772	R4
A157870	1	766		81	20FEB2001:00:00:00	10625	5133	1fj	2		ca-772	R1
A157874	1	766		81	20FEB2001:00:00:00	10471	5133	1fj	7		ca-772	R5
A157563	1	766		81	19FEB2001:00:00:00	10660	5133	1fj	1		ca-772	R4
A157560	1	766		81	16FEB2001:00:00:00	10325	5133	1fj	2		ca-772	R8
A157573	1	766		81	19FEB2001:00:00:00	10328	5133	1fj	1		ca-772	R8
A158037	1	766		81	23FEB2001:00:00:00	10132	5133	1fj	1		ca-772	R1
A158053	1	766		81	26FEB2001:00:00:00	10165	5133	1fj	3		ca-772	R5
A158050	1	766		81	22FEB2001:00:00:00	10208	5133	1fj	2		ca-772	NA
A158073	1	766		81	23FEB2001:00:00:00	10143	5133	1fj	2		ca-772	R3
A158061	1	766		81	26FEB2001:00:00:00	10341	5133	1fj	1		ca-772	R3
A158451	1	766		81	27FEB2001:00:00:00	10437	5133	1fj	1		ca-772	R3
A158419	1	766		81	27FEB2001:00:00:00	10116	5133	1fj	4		ca-772	NA
A158471	1	766		81	27FEB2001:00:00:00	10181	5133	1fj	2		ca-772	R3
A158470	1	766		81	27FEB2001:00:00:00	10193	5133	1fj	8		ca-772	R7
A158444	1	766		81	26FEB2001:00:00:00	10387	5133	1fj	1		ca-772	R1
A158462	1	766		81	01MAR2001:00:00:00	10548	5133	1fj	6		ca-772	R2
A157576	1	766		89	19FEB2001:00:00:00	10527	5133	1fj	NA		ca-772	NA
A157581	1	766		89	16FEB2001:00:00:00	10424	5133	1fj	NA		ca-772	R1
A157577	1	766		89	19FEB2001:00:00:00	10527	5133	1fj	NA		ca-772	NA
A157579	1	766		89	16FEB2001:00:00:00	10031	5133	1fj	NA		ca-772	R3
A158570	1	766		81	02MAR2001:00:00:00	10435	5133	1fj	1		ca-772	R2
A158591	1	766		81	02MAR2001:00:00:00	10640	5133	1fj	1		ca-772	R8
A158601	1	766		81	05MAR2001:00:00:00	10137	5133	1fj	1		ca-772	R5
A158585	1	766		81	02MAR2001:00:00:00	10081	5133	1fj	6		ca-772	R5
A158572	1	766		81	02MAR2001:00:00:00	10187	5133	1fj	2		ca-772	R8
A124120	1	766		81	29DEC2000:00:00:00	10203	5338	res	1			R3
A100885	1	21		1	04MAY2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A25638	1	766		81	08DEC2000:00:00:00	10133	5338	res	1			R5
A157024	1	766		81	12FEB2001:00:00:00	10325	5133	1fj	1		ca-772	R8
A157037	1	766		81	09FEB2001:00:00:00	10175	5133	1fj	4		ca-772	R2
A157056	1	766		81	12FEB2001:00:00:00	10552	5133	1fj	1		ca-772	R5
A157377	1	766		81	14FEB2001:00:00:00	10356	5133	1fj	1		ca-772	R2
A157373	1	766		81	15FEB2001:00:00:00	10432	5133	1fj	1		ca-772	R2
A157347	1	766		81	15FEB2001:00:00:00	10550	5133	1fj	1		ca-772	NA
A157402	1	766		81	15FEB2001:00:00:00	10191	5133	1fj	1		ca-772	NA
A157352	1	766		81	14FEB2001:00:00:00	10630	5133	1fj	1		ca-772	R6
A157385	1	766		81	13FEB2001:00:00:00	10610	5133	1fj	3		ca-772	R5
A25528	1	766		81	17NOV2000:00:00:00	10226	5338	res	12			NA
A100410	1	210		2	06FEB2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A156876	1	766		89	07FEB2001:00:00:00	10557	5133	1fj	NA		ca-772	R2
A100465	1	210		75	19FEB2001:00:00:00	1	5126	1pv	NA		pv-camp	NA
A100354	1	210		72	26JAN2001:00:00:00	1	5126	1pv	NA		pv-camp	NA
A100354	2	210		72	26JAN2001:00:00:00	1	5126	1pv	NA		pv-camp	NA
A124179	3	664		10	23JAN2001:00:00:00	3	3413	res	NA		res-camp	NA
A157329	1	772		2	15FEB2001:00:00:00	1	5133	1fj	NA		fj-camp	NA
A100482	1	21		2	22FEB2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A157555	1	766		81	19FEB2001:00:00:00	10306	5133	1fj	7		ca-772	R3
A157408	1	766		89	15FEB2001:00:00:00	10286	5133	1fj	NA		ca-772	NA
A100376	1	21		1	31JAN2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A100525	1	21		92	01MAR2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A100558	1	21		1	08MAR2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A155604	1	766		89	19JAN2001:00:00:00	10288	5133	1fj	NA		ca-772	NA
A100514	1	210		71	27FEB2001:00:00:00	1	5126	1pv	NA		pv-camp	NA
A156101	1	772		1	28JAN2001:00:00:00	1	5334	1fj	NA		fj-camp	NA
A100479	1	210		71	21FEB2001:00:00:00	1	5126	1pv	NA		pv-camp	NA
A100610	1	210		72	15MAR2001:00:00:00	1	5126	1pv	NA		pv-camp	NA
A100666	1	21		2	28MAR2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A100633	1	21		1	20MAR2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A100676	1	21		2	30MAR2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A100681	1	21		1	02APR2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A2370	1	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	2	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	3	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	4	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	5	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	6	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	7	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	8	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	9	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	10	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	11	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	12	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	13	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	14	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	15	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	16	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	17	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	18	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	19	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	20	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	21	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	22	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	23	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	24	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	25	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	26	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	27	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	28	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	29	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	30	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	31	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	32	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	33	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	34	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	35	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	36	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	37	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	38	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	39	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	40	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	41	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	42	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	43	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	44	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	45	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	46	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	47	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	48	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A2370	49	210		50	12DEC2000:00:00:00	1	5121	1pv	NA			NA
A124132	1	766		81	08JAN2001:00:00:00	10116	5338	res	6		res-camp	NA
A124133	1	766		81	08JAN2001:00:00:00	10096	5338	res	3		res-camp	R3
A124161	1	766		81	11JAN2001:00:00:00	10081	5338	res	4		res-camp	R5
A124320	1	766		81	20FEB2001:00:00:00	10625	5338	res	1		res-camp	R1
A124401	1	766		81	23MAR2001:00:00:00	10094	5338	res	2		res-camp	R7
A124155	1	766		81	11JAN2001:00:00:00	10548	5338	res	6		res-camp	R2
A124298	1	766		81	09FEB2001:00:00:00	10224	5338	res	1		res-camp	R5
A158475	1	766		81	01MAR2000:00:00:00	10375	5133	1fj	2			R7
A158429	1	766		81	01MAR2000:00:00:00	10198	5133	1fj	1			R1
A124188	1	766		81	19JAN2001:00:00:00	10441	5338	res	1		res-camp	R3
A124281	1	766		81	09FEB2001:00:00:00	10190	5338	res	1		res-camp	R3
A124282	1	766		81	09FEB2001:00:00:00	10079	5338	res	2		res-camp	R8
A124205	1	766		81	19JAN2001:00:00:00	10227	5338	res	2		res-camp	R1
A124430	1	766		81	02APR2001:00:00:00	10641	5338	res	2		res-camp	R8
A124158	1	766		81	15JAN2001:00:00:00	10516	5338	res	1		res-camp	R1
A124389	1	766		81	19MAR2001:00:00:00	10667	5338	res	1		res-camp	R4
A124221	1	766		81	26JAN2001:00:00:00	10126	5338	res	1		res-camp	R2
A124386	1	766		81	09MAR2001:00:00:00	10634	5338	res	1		res-camp	R2
A124290	1	766		81	08FEB2001:00:00:00	10416	5338	res	3		res-camp	R1
A124226	1	766		81	26JAN2001:00:00:00	10075	5338	res	1		res-camp	R5
A124144	1	766		81	08JAN2001:00:00:00	10135	5338	res	1		res-camp	R6
A124434	1	766		81	04APR2001:00:00:00	10241	5338	res	1		res-camp	NA
A124448	1	766		81	06APR2001:00:00:00	10432	5338	res	1		res-camp	R2
A100780	1	21		93	26APR2001:00:00:00	10582	5121	1pv	NA		pv-camp	NA
A157060	1	766		81	12FEB2001:00:00:00	10236	5133	1fj	2		ca-772	NA
A100770	1	210		2	24APR2001:00:00:00	1	5121	1pv	NA		pv-camp	NA
A80912	1	766		81	20DEC2000:00:00:00	10202	5133	1fj	3			R5
A80913	1	766		81	20DEC2000:00:00:00	10416	5133	1fj	1			R1
A80914	1	766		81	21DEC2000:00:00:00	10416	5133	1fj	3			R1
A80954	1	766		81	21DEC2000:00:00:00	10367	5133	1fj	2			R1
A81202	1	766		81	22DEC2000:00:00:00	10575	5133	1fj	1			R6
A81204	1	766		81	27DEC2000:00:00:00	10099	5133	1fj	4			R5
A81206	1	766		81	28DEC2000:00:00:00	10609	5133	1fj	4			R2
A81257	1	766		81	22DEC2000:00:00:00	10266	5133	1fj	1			R6
A81221	1	766		81	28DEC2000:00:00:00	10660	5133	1fj	1			R4
A25583	1	766		81	28NOV2000:00:00:00	10141	5338	res	2			R5
A25574	1	766		81	24NOV2000:00:00:00	10194	5338	res	1			R5
A25580	1	766		81	24NOV2000:00:00:00	10240	5133	res	1			R4
A154236	1	766		81	29DEC2000:00:00:00	10005	5133	1fj	2			R6
A154590	1	766		83	03JAN2001:00:00:00	10488	5133	1fj	NA		ca-772	R8
A154482	1	766		81	29DEC2000:00:00:00	10306	5133	1fj	3			R3
A154463	1	772		81	28DEC2000:00:00:00	10609	5133	1fj	2			R2
A154952	1	766		81	11JAN2001:00:00:00	10154	5133	1fj	3		ca-772	R1
A154786	1	766		81	02JAN2001:00:00:00	10191	5133	1fj	1		ca-772	NA
A154494	1	766		81	29DEC2000:00:00:00	10446	5133	1fj	2			R3
A154956	1	766		81	10JAN2001:00:00:00	10186	5133	1fj	3		ca-772	R6
A154974	1	766		81	11JAN2001:00:00:00	10403	5133	1fj	1		ca-772	R1
A154627	1	772		89	05JAN2001:00:00:00	10285	5133	1fj	NA		ca-772	NA
A154953	1	76		81	09JAN2001:00:00:00	10116	5133	1fj	1		ca-772	NA
A154780	1	766		81	05JAN2001:00:00:00	10375	5133	1fj	1		ca-772	R7
A154964	1	766		81	10JAN2001:00:00:00	10131	5133	1fj	1		ca-772	R3
A80091	1	766		89	11DEC2000:00:00:00	10287	5133	1fj	NA			NA
