Materialeart,Chrnr,Epinr,Provedato,Modtag.Dato,Jnr,Provenr,Tolkning,region
Kloaksvaber,10075,2,02/15/06,02/17/06,C1868,1,NEGATIV,R5
Kloaksvaber,10464,1,02/15/06,02/15/06,C1836,2,NEGATIV,R3
Kloaksvaber,10464,1,02/15/06,02/15/06,C1836,11,NEGATIV,R3
Kloaksvaber,10075,1,02/15/06,02/17/06,C1867,1,NEGATIV,R5
Kloaksvaber,10510,3,02/15/06,02/15/06,C1837,3,NEGATIV,NA
Kloaksvaber,10510,3,02/15/06,02/15/06,C1837,13,NEGATIV,NA
Kloaksvaber,10005,2,02/15/06,02/16/06,C1848,1,POSITIV,R6
Kloaksvaber,10464,1,02/15/06,02/15/06,C1836,1,NEGATIV,R3
Kloaksvaber,10464,1,02/15/06,02/15/06,C1836,8,NEGATIV,R3
Kloaksvaber,10464,1,02/15/06,02/15/06,C1836,10,NEGATIV,R3
Kloaksvaber,10464,1,02/15/06,02/15/06,C1836,9,NEGATIV,R3
Kloaksvaber,10464,1,02/15/06,02/15/06,C1836,5,NEGATIV,R3
Kloaksvaber,10510,3,02/15/06,02/15/06,C1837,14,NEGATIV,NA
Kloaksvaber,10510,3,02/15/06,02/15/06,C1837,10,NEGATIV,NA
Kloaksvaber,10464,1,02/15/06,02/15/06,C1836,6,NEGATIV,R3
Kloaksvaber,10510,3,02/15/06,02/15/06,C1837,9,NEGATIV,NA
Kloaksvaber,10563,5,02/15/06,02/16/06,C1849,2,POSITIV,R5
Kloaksvaber,10510,3,02/15/06,02/15/06,C1837,18,NEGATIV,NA
Kloaksvaber,10464,2,02/15/06,02/15/06,C1839,1,NEGATIV,R3
Kloaksvaber,10464,1,02/15/06,02/15/06,C1836,19,NEGATIV,R3
Kloaksvaber,10178,3,02/15/06,02/17/06,C1859,1,POSITIV,NA
Kloaksvaber,10464,1,02/15/06,02/15/06,C1836,14,NEGATIV,R3
Kloaksvaber,10464,1,02/15/06,02/15/06,C1836,7,NEGATIV,R3
Kloaksvaber,10563,4,02/15/06,02/16/06,C1849,1,POSITIV,R5
Kloaksvaber,10464,1,02/15/06,02/15/06,C1836,20,NEGATIV,R3
Kloaksvaber,10510,3,02/15/06,02/15/06,C1837,17,NEGATIV,NA
Kloaksvaber,10510,3,02/15/06,02/15/06,C1837,19,NEGATIV,NA
Kloaksvaber,10510,3,02/15/06,02/15/06,C1837,15,NEGATIV,NA
Kloaksvaber,10510,3,02/15/06,02/15/06,C1837,16,NEGATIV,NA
Kloaksvaber,10510,3,02/15/06,02/15/06,C1837,7,NEGATIV,NA
Kloaksvaber,10510,3,02/15/06,02/15/06,C1837,20,NEGATIV,NA
Kloaksvaber,10510,3,02/15/06,02/15/06,C1837,8,NEGATIV,NA
Kloaksvaber,10510,2,02/15/06,02/15/06,C1838,1,NEGATIV,NA
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,14,NEGATIV,R5
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,13,NEGATIV,R5
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,8,NEGATIV,R1
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,9,NEGATIV,R5
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,15,NEGATIV,R5
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,7,NEGATIV,R1
Kloaksvaber,10118,2,02/16/06,02/17/06,C1869,1,NEGATIV,R6
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,7,NEGATIV,R7
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,7,NEGATIV,R5
Kloaksvaber,10561,1,02/16/06,02/17/06,C1856,1,NEGATIV,R8
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,2,NEGATIV,R5
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,4,NEGATIV,R5
Kloaksvaber,10659,4,02/16/06,02/17/06,C1870,1,NEGATIV,R3
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,1,NEGATIV,R5
Kloaksvaber,10529,1,02/16/06,02/17/06,C1857,1,NEGATIV,R7
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,10,NEGATIV,R5
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,12,NEGATIV,R5
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,5,NEGATIV,R5
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,6,NEGATIV,R5
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,9,NEGATIV,R7
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,8,NEGATIV,R7
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,6,NEGATIV,R7
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,12,NEGATIV,R1
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,13,NEGATIV,R1
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,10,NEGATIV,R7
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,18,NEGATIV,R1
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,20,NEGATIV,R1
Kloaksvaber,10510,4,02/16/06,02/16/06,C1853,1,NEGATIV,NA
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,5,NEGATIV,R7
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,16,NEGATIV,R1
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,17,NEGATIV,R1
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,9,NEGATIV,R1
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,2,NEGATIV,R1
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,20,NEGATIV,R7
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,5,NEGATIV,R1
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,4,NEGATIV,R1
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,6,NEGATIV,R1
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,16,NEGATIV,R7
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,14,NEGATIV,R7
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,13,NEGATIV,R7
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,10,NEGATIV,R1
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,18,NEGATIV,R7
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,17,NEGATIV,R7
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,19,NEGATIV,R1
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,20,NEGATIV,R5
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,2,NEGATIV,R1
Kloaksvaber,10615,1,02/16/06,02/17/06,C1861,1,NEGATIV,NA
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,15,NEGATIV,R7
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,1,NEGATIV,R7
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,14,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,10,NEGATIV,R1
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,19,NEGATIV,R7
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,15,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,5,NEGATIV,R1
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,2,NEGATIV,R7
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,11,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,15,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,20,NEGATIV,R1
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,4,NEGATIV,R7
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,3,NEGATIV,R7
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,4,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,12,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,1,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,13,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,7,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,6,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,17,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,16,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,14,NEGATIV,R1
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,1,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,18,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,19,NEGATIV,R1
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,3,NEGATIV,R1
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,3,NEGATIV,R5
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,11,NEGATIV,R7
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,8,NEGATIV,R5
Kloaksvaber,10228,2,02/16/06,02/16/06,C1851,12,NEGATIV,R7
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,19,NEGATIV,R5
Kloaksvaber,10307,1,02/16/06,02/17/06,C1858,1,NEGATIV,R3
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,8,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,3,NEGATIV,R1
Kloaksvaber,10132,2,02/16/06,02/16/06,C1852,11,NEGATIV,R1
Kloaksvaber,10132,1,02/16/06,02/16/06,C1850,9,NEGATIV,R1
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,17,NEGATIV,R5
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,18,NEGATIV,R5
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,11,NEGATIV,R5
Kloaksvaber,10216,1,02/16/06,02/16/06,C1855,16,NEGATIV,R5
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,18,NEGATIV,R1
Kloaksvaber,10183,2,02/17/06,02/17/06,C1866,1,NEGATIV,R2
Kloaksvaber,10118,1,02/17/06,02/20/06,C1879,1,NEGATIV,R6
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,3,NEGATIV,R1
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,19,NEGATIV,R1
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,14,NEGATIV,R1
Kloaksvaber,10005,1,02/17/06,02/20/06,C1881,1,NEGATIV,R6
Kloaksvaber,10615,1,02/17/06,02/21/06,C1883,1,NEGATIV,NA
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,20,POSITIV,R6
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,11,NEGATIV,R1
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,1,POSITIV,R6
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,13,POSITIV,R6
Kloaksvaber,10307,2,02/17/06,02/20/06,C1882,1,NEGATIV,R3
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,6,POSITIV,R6
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,1,NEGATIV,R1
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,8,NEGATIV,R1
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,12,NEGATIV,R1
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,13,NEGATIV,R1
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,9,NEGATIV,R1
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,2,NEGATIV,R1
Kloaksvaber,10151,2,02/17/06,02/20/06,C1877,1,NEGATIV,R3
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,15,NEGATIV,R1
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,7,NEGATIV,R1
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,16,NEGATIV,R1
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,4,NEGATIV,R1
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,20,NEGATIV,R1
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,6,NEGATIV,R1
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,8,POSITIV,R6
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,10,POSITIV,R6
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,9,POSITIV,R6
Kloaksvaber,10281,3,02/17/06,02/17/06,C1865,1,POSITIV,R6
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,16,POSITIV,R6
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,11,POSITIV,R6
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,4,POSITIV,R6
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,7,POSITIV,R6
Kloaksvaber,10151,1,02/17/06,02/20/06,C1876,1,NEGATIV,R3
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,2,POSITIV,R6
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,15,POSITIV,R6
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,14,POSITIV,R6
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,5,NEGATIV,R1
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,19,POSITIV,R6
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,18,POSITIV,R6
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,10,NEGATIV,R1
Kloaksvaber,10398,1,02/17/06,02/17/06,C1862,17,NEGATIV,R1
Kloaksvaber,10183,1,02/17/06,02/17/06,C1864,1,NEGATIV,R2
Kloaksvaber,10118,2,02/17/06,02/20/06,C1878,1,NEGATIV,R6
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,12,POSITIV,R6
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,5,POSITIV,R6
Kloaksvaber,10561,1,02/17/06,02/20/06,C1880,1,NEGATIV,R8
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,3,POSITIV,R6
Kloaksvaber,10281,4,02/17/06,02/17/06,C1863,17,POSITIV,R6
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,1,NEGATIV,R6
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,9,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,18,NEGATIV,R6
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,16,NEGATIV,R6
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,3,NEGATIV,R5
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,5,NEGATIV,R6
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,4,NEGATIV,R6
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,10,NEGATIV,R6
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,5,NEGATIV,R5
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,14,NEGATIV,R6
Kloaksvaber,10278,2,02/20/06,02/21/06,C1891,1,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,1,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,5,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,6,NEGATIV,R6
Kloaksvaber,10227,1,02/20/06,02/28/06,C1961,1,NEGATIV,R1
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,15,NEGATIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,20,NEGATIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,16,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,13,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,14,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,16,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,17,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,8,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,10,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,12,NEGATIV,R6
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,7,NEGATIV,R5
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,14,NEGATIV,R6
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,12,NEGATIV,R5
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,7,NEGATIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,1,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,3,NEGATIV,R6
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,10,NEGATIV,R5
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,15,NEGATIV,R6
Kloaksvaber,10242,2,02/20/06,02/21/06,C1889,1,NEGATIV,R7
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,7,NEGATIV,R6
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,2,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,20,NEGATIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,15,POSITIV,R6
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,7,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,19,NEGATIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,2,NEGATIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,18,POSITIV,R6
Kloaksvaber,10590,1,02/20/06,02/20/06,C1875,1,POSITIV,R6
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,17,NEGATIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,11,NEGATIV,R6
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,18,NEGATIV,R6
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,20,NEGATIV,R6
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,19,NEGATIV,R5
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,9,NEGATIV,R5
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,13,POSITIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,4,NEGATIV,R6
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,8,NEGATIV,R5
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,5,NEGATIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,9,NEGATIV,R6
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,9,NEGATIV,R6
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,8,NEGATIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,17,POSITIV,R6
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,12,NEGATIV,R6
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,17,NEGATIV,R5
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,16,NEGATIV,R5
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,13,NEGATIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,12,POSITIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,19,NEGATIV,R6
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,15,NEGATIV,R5
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,19,NEGATIV,R6
Kloaksvaber,10278,1,02/20/06,02/21/06,C1890,1,NEGATIV,R6
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,20,NEGATIV,R5
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,11,NEGATIV,R6
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,1,NEGATIV,R5
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,4,NEGATIV,R6
Kloaksvaber,10548,5,02/20/06,02/21/06,C1902,1,NEGATIV,R2
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,18,NEGATIV,R5
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,11,NEGATIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,6,NEGATIV,R6
Kloaksvaber,10615,1,02/20/06,02/21/06,C1884,1,POSITIV,NA
Kloaksvaber,10548,4,02/20/06,02/21/06,C1899,1,NEGATIV,R2
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,3,NEGATIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,3,NEGATIV,R6
Kloaksvaber,10274,1,02/20/06,02/20/06,C1873,6,NEGATIV,R6
Kloaksvaber,10227,3,02/20/06,02/21/06,C1894,1,NEGATIV,R1
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,10,NEGATIV,R6
Kloaksvaber,10667,1,02/20/06,02/21/06,C1898,1,NEGATIV,R4
Kloaksvaber,10590,3,02/20/06,02/20/06,C1872,2,NEGATIV,R6
Kloaksvaber,10590,2,02/20/06,02/20/06,C1874,8,NEGATIV,R6
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,13,NEGATIV,R5
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,14,NEGATIV,R5
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,11,NEGATIV,R5
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,4,NEGATIV,R5
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,6,NEGATIV,R5
Kloaksvaber,10652,2,02/20/06,02/20/06,C1871,2,NEGATIV,R5
Kloaksvaber,10349,2,02/21/06,02/21/06,C1887,1,NEGATIV,R2
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,10,NEGATIV,R2
Kloaksvaber,10395,1,02/21/06,02/21/06,C1888,6,NEGATIV,R1
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,12,NEGATIV,R5
Kloaksvaber,10349,2,02/21/06,02/21/06,C1887,7,NEGATIV,R2
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,15,NEGATIV,R5
Kloaksvaber,10529,2,02/21/06,02/24/06,C1925,1,NEGATIV,R7
Kloaksvaber,10181,1,02/21/06,02/24/06,C1919,1,NEGATIV,R3
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,5,NEGATIV,R5
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,7,NEGATIV,R2
Kloaksvaber,10395,1,02/21/06,02/21/06,C1888,18,NEGATIV,R1
Kloaksvaber,10349,2,02/21/06,02/21/06,C1887,18,NEGATIV,R2
Kloaksvaber,10395,1,02/21/06,02/21/06,C1888,14,NEGATIV,R1
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,4,NEGATIV,R2
Kloaksvaber,10395,1,02/21/06,02/21/06,C1888,17,NEGATIV,R1
Kloaksvaber,10395,1,02/21/06,02/21/06,C1888,7,NEGATIV,R1
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,8,NEGATIV,R2
Kloaksvaber,10395,1,02/21/06,02/21/06,C1888,16,NEGATIV,R1
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,17,NEGATIV,R2
Kloaksvaber,10395,1,02/21/06,02/21/06,C1888,15,NEGATIV,R1
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,18,NEGATIV,R5
Kloaksvaber,10395,1,02/21/06,02/21/06,C1888,8,NEGATIV,R1
Kloaksvaber,10349,2,02/21/06,02/21/06,C1887,11,NEGATIV,R2
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,16,NEGATIV,R2
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,19,NEGATIV,R5
Kloaksvaber,10349,2,02/21/06,02/21/06,C1887,10,NEGATIV,R2
Kloaksvaber,10491,1,02/21/06,02/24/06,C1927,1,NEGATIV,NA
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,4,NEGATIV,R5
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,2,NEGATIV,R5
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,20,NEGATIV,R5
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,7,NEGATIV,R5
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,6,NEGATIV,R5
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,14,NEGATIV,R5
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,11,NEGATIV,R5
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,10,NEGATIV,R5
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,2,NEGATIV,R2
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,1,NEGATIV,R2
Kloaksvaber,10395,1,02/21/06,02/21/06,C1888,10,NEGATIV,R1
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,6,NEGATIV,R2
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,5,NEGATIV,R2
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,3,NEGATIV,R2
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,13,NEGATIV,R2
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,15,NEGATIV,R2
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,9,NEGATIV,R2
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,11,NEGATIV,R2
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,12,NEGATIV,R2
Kloaksvaber,10005,1,02/21/06,02/24/06,C1921,1,POSITIV,R6
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,3,NEGATIV,R5
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,1,NEGATIV,R5
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,9,NEGATIV,R5
Kloaksvaber,10211,6,02/21/06,02/21/06,C1897,3,POSITIV,R1
Kloaksvaber,10612,4,02/21/06,02/21/06,C1885,16,NEGATIV,R5
Kloaksvaber,10211,2,02/21/06,02/21/06,C1897,2,NEGATIV,R1
Kloaksvaber,10548,3,02/21/06,02/24/06,C1917,1,NEGATIV,R2
Kloaksvaber,10211,1,02/21/06,02/21/06,C1897,1,NEGATIV,R1
Kloaksvaber,10395,1,02/21/06,02/21/06,C1888,11,NEGATIV,R1
Kloaksvaber,10349,2,02/21/06,02/21/06,C1887,13,NEGATIV,R2
Kloaksvaber,10395,1,02/21/06,02/21/06,C1888,3,NEGATIV,R1
Kloaksvaber,10349,2,02/21/06,02/21/06,C1887,14,NEGATIV,R2
Kloaksvaber,10349,2,02/21/06,02/21/06,C1887,8,NEGATIV,R2
Kloaksvaber,10349,2,02/21/06,02/21/06,C1887,20,NEGATIV,R2
Kloaksvaber,10402,2,02/21/06,02/28/06,C1964,1,NEGATIV,R1
Kloaksvaber,10349,2,02/21/06,02/21/06,C1887,16,NEGATIV,R2
Kloaksvaber,10349,2,02/21/06,02/21/06,C1887,6,NEGATIV,R2
Kloaksvaber,10349,2,02/21/06,02/21/06,C1887,4,NEGATIV,R2
Kloaksvaber,10349,2,02/21/06,02/21/06,C1887,12,NEGATIV,R2
Kloaksvaber,10395,1,02/21/06,02/21/06,C1888,5,NEGATIV,R1
Kloaksvaber,10349,2,02/21/06,02/21/06,C1887,9,NEGATIV,R2
Kloaksvaber,10395,1,02/21/06,02/21/06,C1888,4,NEGATIV,R1
Kloaksvaber,10278,3,02/21/06,02/22/06,C1907,1,NEGATIV,R6
Kloaksvaber,10349,1,02/21/06,02/21/06,C1886,14,NEGATIV,R2
