Materialeart,Chrnr,Epinr,Provedato,Modtag.Dato,Jnr,Provenr,Tolkning,region
Kloaksvaber,10233,3,08/24/06,08/29/06,C3989,2,POSITIV,R6
Kloaksvaber,10233,1,08/24/06,08/29/06,C3989,1,POSITIV,R6
Kloaksvaber,10178,3,08/24/06,08/25/06,C3948,1,POSITIV,NA
Kloaksvaber,10083,1,08/25/06,08/29/06,C3980,1,NEGATIV,R2
Kloaksvaber,10275,17,08/25/06,08/29/06,C3971,1,POSITIV,R6
Kloaksvaber,10233,6,08/25/06,08/29/06,C3990,3,NEGATIV,R6
Kloaksvaber,10233,4,08/25/06,08/29/06,C3990,2,NEGATIV,R6
Kloaksvaber,10243,5,08/25/06,08/29/06,C3975,1,POSITIV,R3
Kloaksvaber,10233,7,08/25/06,08/29/06,C3990,4,POSITIV,R6
Kloaksvaber,10243,3,08/25/06,08/29/06,C3974,1,POSITIV,R3
Kloaksvaber,10243,4,08/25/06,08/29/06,C3973,1,POSITIV,R3
Kloaksvaber,10178,3,08/25/06,08/29/06,C3985,1,POSITIV,NA
Kloaksvaber,10233,2,08/25/06,08/29/06,C3990,1,NEGATIV,R6
Kloaksvaber,10233,8,08/25/06,08/29/06,C3990,5,POSITIV,R6
Kloaksvaber,10275,18,08/25/06,08/29/06,C3972,1,POSITIV,R6
Kloaksvaber,10244,5,08/28/06,08/29/06,C3984,2,NEGATIV,R4
Kloaksvaber,10143,2,08/28/06,08/30/06,C4003,1,POSITIV,R3
Kloaksvaber,10446,1,08/28/06,08/31/06,C4019,1,NEGATIV,R3
Kloaksvaber,10609,1,08/28/06,08/29/06,C3977,1,POSITIV,R2
Kloaksvaber,10143,5,08/28/06,08/30/06,C4004,1,POSITIV,R3
Kloaksvaber,10609,2,08/28/06,08/29/06,C3976,1,POSITIV,R2
Kloaksvaber,10033,1,08/28/06,08/29/06,C3982,1,NEGATIV,R3
Kloaksvaber,10211,2,08/28/06,08/29/06,C3988,2,POSITIV,R1
Kloaksvaber,10388,1,08/28/06,08/29/06,C3995,1,POSITIV,R1
Kloaksvaber,10244,4,08/28/06,08/29/06,C3984,1,NEGATIV,R4
Kloaksvaber,10211,1,08/28/06,08/29/06,C3988,1,POSITIV,R1
Kloaksvaber,10388,2,08/28/06,09/05/06,C4074,1,POSITIV,R1
Kloaksvaber,10211,3,08/28/06,08/29/06,C3988,3,POSITIV,R1
Kloaksvaber,10388,1,08/28/06,08/29/06,C3987,1,POSITIV,R1
Kloaksvaber,10211,4,08/28/06,08/29/06,C3988,4,POSITIV,R1
Kloaksvaber,10244,6,08/28/06,08/29/06,C3984,3,NEGATIV,R4
Kloaksvaber,10211,6,08/28/06,08/29/06,C3988,5,POSITIV,R1
Kloaksvaber,10178,3,08/28/06,08/29/06,C3986,1,POSITIV,NA
Kloaksvaber,10143,1,08/28/06,08/29/06,C3978,1,POSITIV,R3
Kloaksvaber,10135,1,08/29/06,08/30/06,C4012,1,NEGATIV,R6
Kloaksvaber,10320,2,08/29/06,08/29/06,C3983,2,NEGATIV,NA
Kloaksvaber,10609,3,08/29/06,08/30/06,C4005,1,NEGATIV,R2
Kloaksvaber,10490,1,08/29/06,08/31/06,C4021,1,POSITIV,NA
Kloaksvaber,10535,1,08/29/06,09/01/06,C4042,1,POSITIV,R1
Kloaksvaber,10446,1,08/29/06,08/31/06,C4020,1,NEGATIV,R3
Kloaksvaber,10372,1,08/29/06,09/05/06,C4076,1,POSITIV,R5
Kloaksvaber,10244,3,08/29/06,08/30/06,C4013,2,NEGATIV,R4
Kloaksvaber,10529,1,08/29/06,09/01/06,C4046,1,POSITIV,R7
Kloaksvaber,10471,8,08/29/06,08/31/06,C4022,1,POSITIV,R5
Kloaksvaber,10615,1,08/29/06,09/01/06,C4035,1,POSITIV,NA
Kloaksvaber,10033,2,08/29/06,08/30/06,C4011,1,POSITIV,R3
Kloaksvaber,10143,3,08/29/06,08/30/06,C4007,1,POSITIV,R3
Kloaksvaber,10118,2,08/29/06,08/30/06,C4010,1,POSITIV,R6
Kloaksvaber,10244,1,08/29/06,08/30/06,C4013,1,POSITIV,R4
Kloaksvaber,10320,1,08/29/06,08/29/06,C3983,1,NEGATIV,NA
Kloaksvaber,10118,2,08/29/06,09/01/06,C4045,1,POSITIV,R6
Kloaksvaber,10609,4,08/29/06,08/30/06,C4006,1,NEGATIV,R2
Kloaksvaber,10143,4,08/29/06,08/30/06,C4008,1,POSITIV,R3
Kloaksvaber,10372,2,08/29/06,09/05/06,C4076,2,POSITIV,R5
Kloaksvaber,10211,5,08/29/06,09/01/06,C4048,1,POSITIV,R1
Kloaksvaber,10388,2,08/29/06,08/30/06,C4009,1,POSITIV,R1
Kloaksvaber,10178,3,08/29/06,09/01/06,C4033,1,NEGATIV,NA
Kloaksvaber,10175,3,08/30/06,09/01/06,C4050,3,POSITIV,R2
Kloaksvaber,10471,5,08/30/06,08/31/06,C4016,1,POSITIV,R5
Kloaksvaber,10501,11,08/30/06,08/31/06,C4024,1,POSITIV,NA
Kloaksvaber,10375,1,08/30/06,09/05/06,C4075,1,NEGATIV,R7
Kloaksvaber,10178,3,08/30/06,09/01/06,C4034,1,POSITIV,NA
Kloaksvaber,10346,1,08/30/06,08/31/06,C4015,1,POSITIV,R2
Kloaksvaber,10332,2,08/30/06,08/31/06,C4026,2,POSITIV,R3
Kloaksvaber,10332,3,08/30/06,08/31/06,C4026,3,POSITIV,R3
Kloaksvaber,10471,8,08/30/06,09/01/06,C4032,1,POSITIV,R5
Kloaksvaber,10143,5,08/30/06,08/31/06,C4018,1,POSITIV,R3
Kloaksvaber,10471,6,08/30/06,08/31/06,C4014,1,POSITIV,R5
Kloaksvaber,10175,1,08/30/06,09/01/06,C4050,1,POSITIV,R2
Kloaksvaber,10332,1,08/30/06,08/31/06,C4026,1,POSITIV,R3
Kloaksvaber,10175,4,08/30/06,09/01/06,C4050,4,POSITIV,R2
Kloaksvaber,10175,1,08/30/06,08/31/06,C4023,1,POSITIV,R2
Kloaksvaber,10244,2,08/30/06,08/31/06,C4025,1,POSITIV,R4
Kloaksvaber,10175,2,08/30/06,09/01/06,C4050,2,NEGATIV,R2
Kloaksvaber,10390,1,08/30/06,09/05/06,C4073,1,POSITIV,R1
Kloaksvaber,10471,7,08/30/06,08/31/06,C4017,1,POSITIV,R5
Kloaksvaber,10244,3,08/30/06,08/31/06,C4025,2,POSITIV,R4
Kloaksvaber,10346,3,08/31/06,09/01/06,C4029,1,POSITIV,R2
Kloaksvaber,10302,15,08/31/06,09/01/06,C4037,1,NEGATIV,R4
Kloaksvaber,10411,1,08/31/06,09/01/06,C4041,1,POSITIV,R1
Kloaksvaber,10490,2,08/31/06,09/01/06,C4031,1,POSITIV,NA
Kloaksvaber,10449,1,08/31/06,09/01/06,C4043,1,POSITIV,R5
Kloaksvaber,10346,4,08/31/06,09/01/06,C4027,1,POSITIV,R2
Kloaksvaber,10500,13,08/31/06,09/01/06,C4049,1,POSITIV,R4
Kloaksvaber,10390,2,08/31/06,09/01/06,C4040,1,POSITIV,R1
Kloaksvaber,10375,2,08/31/06,09/01/06,C4038,1,POSITIV,R7
Kloaksvaber,10500,14,08/31/06,09/01/06,C4049,2,POSITIV,R4
Kloaksvaber,10346,2,08/31/06,09/01/06,C4028,1,POSITIV,R2
Kloaksvaber,10089,13,08/31/06,09/05/06,C4072,1,POSITIV,NA
Kloaksvaber,10501,10,08/31/06,09/01/06,C4039,1,POSITIV,NA
Kloaksvaber,10137,1,08/31/06,09/01/06,C4044,1,POSITIV,R5
Kloaksvaber,10490,1,08/31/06,09/05/06,C4059,1,POSITIV,NA
Kloaksvaber,10553,2,08/31/06,09/01/06,C4030,1,POSITIV,R1
Kloaksvaber,10615,1,08/31/06,09/01/06,C4036,1,POSITIV,NA
Kloaksvaber,10338,1,09/01/06,09/05/06,C4066,1,NEGATIV,R3
Kloaksvaber,10241,2,09/01/06,09/05/06,C4064,2,NEGATIV,NA
Kloaksvaber,10381,1,09/01/06,09/05/06,C4060,1,POSITIV,R1
Kloaksvaber,10181,1,09/01/06,09/05/06,C4062,1,NEGATIV,R3
Kloaksvaber,10529,1,09/01/06,09/01/06,C4047,1,POSITIV,R7
Kloaksvaber,10553,2,09/01/06,09/05/06,C4052,1,POSITIV,R1
Kloaksvaber,10241,3,09/01/06,09/05/06,C4064,3,NEGATIV,NA
Kloaksvaber,10588,4,09/01/06,09/05/06,C4051,1,NEGATIV,NA
Kloaksvaber,10501,10,09/01/06,09/05/06,C4070,2,POSITIV,NA
Kloaksvaber,10615,1,09/01/06,09/07/06,C4086,1,POSITIV,NA
Kloaksvaber,10586,1,09/01/06,09/05/06,C4054,1,POSITIV,R3
Kloaksvaber,10553,1,09/01/06,09/05/06,C4053,1,POSITIV,R1
Kloaksvaber,10241,4,09/01/06,09/05/06,C4064,4,NEGATIV,NA
Kloaksvaber,10181,1,09/01/06,09/05/06,C4067,1,NEGATIV,R3
Kloaksvaber,10241,1,09/01/06,09/05/06,C4064,1,NEGATIV,NA
Kloaksvaber,10501,8,09/01/06,09/05/06,C4070,1,NEGATIV,NA
Kloaksvaber,10098,1,09/04/06,09/05/06,C4061,1,NEGATIV,R3
Kloaksvaber,10089,9,09/04/06,09/05/06,C4063,1,POSITIV,NA
Kloaksvaber,10668,1,09/04/06,09/05/06,C4071,1,POSITIV,NA
Kloaksvaber,10089,15,09/04/06,09/05/06,C4069,2,POSITIV,NA
Kloaksvaber,10089,14,09/04/06,09/05/06,C4069,1,POSITIV,NA
Kloaksvaber,10033,3,09/04/06,09/05/06,C4068,1,NEGATIV,R3
Kloaksvaber,10615,1,09/04/06,09/07/06,C4087,1,POSITIV,NA
Kloaksvaber,10089,16,09/04/06,09/05/06,C4063,3,POSITIV,NA
Kloaksvaber,10089,14,09/04/06,09/05/06,C4063,2,POSITIV,NA
Kloaksvaber,10647,2,09/04/06,09/05/06,C4058,1,POSITIV,R8
Kloaksvaber,10668,2,09/04/06,09/12/06,C4156,1,POSITIV,NA
Kloaksvaber,10586,2,09/04/06,09/05/06,C4055,1,NEGATIV,R3
Kloaksvaber,10501,9,09/04/06,09/05/06,C4065,1,POSITIV,NA
Kloaksvaber,10222,3,09/04/06,09/05/06,C4057,1,NEGATIV,R2
Kloaksvaber,10222,2,09/04/06,09/05/06,C4056,1,NEGATIV,R2
Kloaksvaber,10304,3,09/04/06,09/08/06,C4101,1,POSITIV,R7
Kloaksvaber,10438,2,09/05/06,09/08/06,C4109,1,NEGATIV,R3
Kloaksvaber,10501,9,09/05/06,09/06/06,C4079,2,POSITIV,NA
Kloaksvaber,10107,2,09/05/06,09/08/06,C4102,1,POSITIV,R3
Kloaksvaber,10446,2,09/05/06,09/08/06,C4092,1,POSITIV,R3
Kloaksvaber,10384,2,09/05/06,09/12/06,C4158,1,POSITIV,R1
Kloaksvaber,10529,2,09/05/06,09/08/06,C4107,1,POSITIV,R7
Kloaksvaber,10222,5,09/05/06,09/08/06,C4093,1,NEGATIV,R2
Kloaksvaber,10647,1,09/05/06,09/08/06,C4094,1,POSITIV,R8
Kloaksvaber,10501,7,09/05/06,09/06/06,C4079,1,NEGATIV,NA
Kloaksvaber,10194,1,09/05/06,09/08/06,C4091,1,NEGATIV,R5
Kloaksvaber,10140,3,09/05/06,09/06/06,C4077,1,NEGATIV,R4
Kloaksvaber,10615,1,09/05/06,09/07/06,C4088,1,POSITIV,NA
Kloaksvaber,10491,1,09/05/06,09/07/06,C4085,1,POSITIV,NA
Kloaksvaber,10089,10,09/05/06,09/06/06,C4078,1,POSITIV,NA
Kloaksvaber,10089,11,09/05/06,09/06/06,C4078,2,POSITIV,NA
Kloaksvaber,10438,1,09/06/06,09/08/06,C4111,1,NEGATIV,R3
Kloaksvaber,10438,3,09/06/06,09/08/06,C4111,2,POSITIV,R3
Kloaksvaber,10154,3,09/06/06,09/08/06,C4098,1,POSITIV,R1
Kloaksvaber,10089,1,09/06/06,09/08/06,C4112,1,POSITIV,NA
Kloaksvaber,10205,1,09/06/06,09/12/06,C4154,1,NEGATIV,R2
Kloaksvaber,10615,1,09/06/06,09/08/06,C4104,1,POSITIV,NA
Kloaksvaber,10089,2,09/06/06,09/08/06,C4112,2,POSITIV,NA
Kloaksvaber,10089,10,09/06/06,09/08/06,C4112,3,POSITIV,NA
Kloaksvaber,10520,1,09/06/06,09/07/06,C4084,1,POSITIV,R4
Kloaksvaber,10619,4,09/06/06,09/12/06,C4137,1,NEGATIV,R5
Kloaksvaber,10107,2,09/06/06,09/12/06,C4138,1,POSITIV,R3
Kloaksvaber,10384,1,09/06/06,09/12/06,C4157,1,POSITIV,R1
Kloaksvaber,10520,2,09/06/06,09/07/06,C4084,2,POSITIV,R4
Kloaksvaber,10642,1,09/06/06,09/08/06,C4097,1,POSITIV,R8
Kloaksvaber,10140,1,09/06/06,09/07/06,C4083,1,NEGATIV,R4
Kloaksvaber,10154,1,09/06/06,09/08/06,C4095,1,NEGATIV,R1
Kloaksvaber,10205,1,09/06/06,09/08/06,C4105,1,NEGATIV,R2
Kloaksvaber,10154,2,09/06/06,09/08/06,C4096,1,NEGATIV,R1
Kloaksvaber,10140,2,09/06/06,09/07/06,C4083,2,NEGATIV,R4
Kloaksvaber,10642,2,09/06/06,09/08/06,C4100,1,POSITIV,R8
Kloaksvaber,10619,3,09/06/06,09/12/06,C4136,1,NEGATIV,R5
Kloaksvaber,10089,12,09/06/06,09/08/06,C4112,4,POSITIV,NA
Kloaksvaber,10089,3,09/07/06,09/08/06,C4113,1,POSITIV,NA
Kloaksvaber,10089,4,09/07/06,09/08/06,C4113,2,POSITIV,NA
Kloaksvaber,10548,4,09/07/06,09/08/06,C4106,1,POSITIV,R2
Kloaksvaber,10520,4,09/07/06,09/08/06,C4115,3,POSITIV,R4
Kloaksvaber,10548,5,09/07/06,09/12/06,C4159,2,POSITIV,R2
Kloaksvaber,10619,3,09/07/06,09/12/06,C4123,1,NEGATIV,R5
Kloaksvaber,10529,2,09/07/06,09/08/06,C4108,1,POSITIV,R7
Kloaksvaber,10395,1,09/07/06,09/12/06,C4119,1,NEGATIV,R1
Kloaksvaber,10520,2,09/07/06,09/08/06,C4115,1,POSITIV,R4
Kloaksvaber,10548,4,09/07/06,09/12/06,C4159,1,NEGATIV,R2
Kloaksvaber,10520,3,09/07/06,09/08/06,C4115,2,POSITIV,R4
Kloaksvaber,10089,6,09/07/06,09/08/06,C4113,4,POSITIV,NA
Kloaksvaber,10304,1,09/07/06,09/12/06,C4120,1,NEGATIV,R7
Kloaksvaber,10152,2,09/07/06,09/12/06,C4122,1,NEGATIV,R2
Kloaksvaber,10491,1,09/07/06,09/08/06,C4103,1,POSITIV,NA
Kloaksvaber,10089,3,09/07/06,09/08/06,C4114,1,POSITIV,NA
Kloaksvaber,10395,2,09/07/06,09/12/06,C4121,1,NEGATIV,R1
Kloaksvaber,10619,3,09/07/06,09/12/06,C4139,1,NEGATIV,R5
Kloaksvaber,10089,5,09/07/06,09/08/06,C4113,3,POSITIV,NA
Kloaksvaber,10331,1,09/08/06,09/12/06,C4149,1,POSITIV,R6
Kloaksvaber,10562,1,09/08/06,09/12/06,C4145,1,NEGATIV,R8
Kloaksvaber,10089,8,09/08/06,09/12/06,C4153,3,POSITIV,NA
Kloaksvaber,10152,3,09/08/06,09/12/06,C4129,1,NEGATIV,R2
Kloaksvaber,10089,6,09/08/06,09/12/06,C4153,1,POSITIV,NA
Kloaksvaber,10152,1,09/08/06,09/12/06,C4128,1,POSITIV,R2
Kloaksvaber,10501,6,09/08/06,09/12/06,C4144,1,POSITIV,NA
Kloaksvaber,10336,1,09/08/06,09/12/06,C4127,1,POSITIV,R4
Kloaksvaber,10491,1,09/08/06,09/12/06,C4140,1,NEGATIV,NA
Kloaksvaber,10337,1,09/08/06,09/12/06,C4142,1,NEGATIV,R3
Kloaksvaber,10151,2,09/08/06,09/12/06,C4126,1,NEGATIV,R3
Kloaksvaber,10151,1,09/08/06,09/12/06,C4125,1,NEGATIV,R3
Kloaksvaber,10337,1,09/08/06,09/12/06,C4152,1,NEGATIV,R3
Kloaksvaber,10089,7,09/08/06,09/12/06,C4153,2,POSITIV,NA
Kloaksvaber,10562,2,09/08/06,09/12/06,C4145,2,NEGATIV,R8
Kloaksvaber,10226,9,09/10/06,09/20/06,C4236,1,NEGATIV,NA
Kloaksvaber,10543,1,09/11/06,09/12/06,C4147,1,NEGATIV,R7
Kloaksvaber,10176,2,09/11/06,09/12/06,C4151,1,POSITIV,R3
Kloaksvaber,10543,2,09/11/06,09/12/06,C4147,2,NEGATIV,R7
Kloaksvaber,10253,1,09/11/06,09/12/06,C4150,1,NEGATIV,R2
Kloaksvaber,10187,2,09/11/06,09/12/06,C4143,1,POSITIV,R8
Kloaksvaber,10203,2,09/11/06,09/12/06,C4133,1,NEGATIV,R3
Kloaksvaber,10491,1,09/11/06,09/12/06,C4141,1,POSITIV,NA
Kloaksvaber,10103,2,09/11/06,09/13/06,C4168,1,NEGATIV,NA
Kloaksvaber,10403,1,09/11/06,09/12/06,C4155,1,POSITIV,R1
Kloaksvaber,10209,4,09/11/06,09/26/06,C4293,1,NEGATIV,R1
Kloaksvaber,10566,1,09/11/06,09/12/06,C4148,1,NEGATIV,R3
Kloaksvaber,10463,2,09/11/06,09/12/06,C4134,1,NEGATIV,NA
Kloaksvaber,10398,1,09/11/06,09/12/06,C4130,1,NEGATIV,R1
Kloaksvaber,10464,1,09/11/06,09/12/06,C4131,1,NEGATIV,R3
Kloaksvaber,10203,1,09/11/06,09/12/06,C4132,1,NEGATIV,R3
Kloaksvaber,10529,3,09/12/06,09/15/06,C4188,1,NEGATIV,R7
Kloaksvaber,10203,3,09/12/06,09/13/06,C4164,1,NEGATIV,R3
Kloaksvaber,10491,1,09/12/06,09/15/06,C4202,1,POSITIV,NA
Kloaksvaber,10252,2,09/12/06,09/13/06,C4171,1,NEGATIV,R3
Kloaksvaber,10187,1,09/12/06,09/13/06,C4170,1,NEGATIV,R8
Kloaksvaber,10149,1,09/12/06,09/13/06,C4166,1,POSITIV,R6
Kloaksvaber,10149,2,09/12/06,09/13/06,C4167,1,POSITIV,R6
Kloaksvaber,10209,1,09/12/06,09/26/06,C4292,1,NEGATIV,R1
Kloaksvaber,10176,1,09/12/06,09/15/06,C4195,1,POSITIV,R3
Kloaksvaber,10252,3,09/12/06,09/13/06,C4171,2,NEGATIV,R3
Kloaksvaber,10107,3,09/12/06,09/13/06,C4169,1,POSITIV,R3
Kloaksvaber,10252,5,09/12/06,09/13/06,C4171,3,NEGATIV,R3
Kloaksvaber,10209,2,09/12/06,09/26/06,C4292,2,NEGATIV,R1
Kloaksvaber,10619,1,09/12/06,09/13/06,C4162,1,POSITIV,R5
Kloaksvaber,10491,2,09/12/06,09/15/06,C4202,2,NEGATIV,NA
Kloaksvaber,10176,3,09/12/06,09/15/06,C4195,3,NEGATIV,R3
Kloaksvaber,10252,4,09/12/06,09/15/06,C4192,2,NEGATIV,R3
Kloaksvaber,10252,1,09/12/06,09/15/06,C4192,1,NEGATIV,R3
Kloaksvaber,10132,1,09/12/06,09/13/06,C4165,1,POSITIV,R1
Kloaksvaber,10176,2,09/12/06,09/15/06,C4195,2,POSITIV,R3
Kloaksvaber,10209,5,09/12/06,09/26/06,C4292,3,NEGATIV,R1
Kloaksvaber,10187,2,09/12/06,09/13/06,C4170,2,POSITIV,R8
Kloaksvaber,10619,2,09/12/06,09/13/06,C4163,1,POSITIV,R5
Kloaksvaber,10632,1,09/13/06,09/14/06,C4178,1,NEGATIV,R6
Kloaksvaber,10281,4,09/13/06,09/14/06,C4176,1,POSITIV,R6
Kloaksvaber,10389,2,09/13/06,09/26/06,C4289,1,POSITIV,R1
Kloaksvaber,10103,2,09/13/06,09/19/06,C4212,1,NEGATIV,NA
Kloaksvaber,10187,1,09/13/06,09/14/06,C4177,1,NEGATIV,R8
Kloaksvaber,10252,4,09/13/06,09/14/06,C4179,1,NEGATIV,R3
Kloaksvaber,10107,1,09/13/06,09/14/06,C4175,1,POSITIV,R3
Kloaksvaber,10417,3,09/13/06,09/14/06,C4174,1,POSITIV,R1
Kloaksvaber,10107,3,09/13/06,09/19/06,C4213,1,POSITIV,R3
Kloaksvaber,10491,1,09/13/06,09/15/06,C4200,1,POSITIV,NA
Kloaksvaber,10437,4,09/13/06,09/15/06,C4196,1,NEGATIV,R3
Kloaksvaber,10545,1,09/13/06,09/14/06,C4180,1,NEGATIV,NA
Kloaksvaber,10416,1,09/13/06,09/14/06,C4173,1,POSITIV,R1
Kloaksvaber,10441,2,09/13/06,09/15/06,C4193,2,NEGATIV,R3
Kloaksvaber,10209,6,09/13/06,09/26/06,C4294,1,NEGATIV,R1
Kloaksvaber,10132,2,09/13/06,09/14/06,C4172,1,NEGATIV,R1
Kloaksvaber,10545,2,09/13/06,09/14/06,C4180,2,NEGATIV,NA
Kloaksvaber,10441,1,09/13/06,09/15/06,C4193,1,NEGATIV,R3
Kloaksvaber,10328,2,09/14/06,09/15/06,C4199,2,POSITIV,R8
Kloaksvaber,10416,4,09/14/06,09/15/06,C4183,1,POSITIV,R1
Kloaksvaber,10356,1,09/14/06,09/15/06,C4190,1,POSITIV,R2
Kloaksvaber,10328,1,09/14/06,09/15/06,C4199,1,POSITIV,R8
Kloaksvaber,10190,1,09/14/06,09/15/06,C4191,1,NEGATIV,R3
Kloaksvaber,10491,2,09/14/06,09/15/06,C4201,1,NEGATIV,NA
Kloaksvaber,10362,1,09/14/06,09/15/06,C4194,1,POSITIV,R2
Kloaksvaber,10281,3,09/14/06,09/19/06,C4215,1,POSITIV,R6
Kloaksvaber,10389,1,09/14/06,09/26/06,C4287,1,POSITIV,R1
Kloaksvaber,10103,1,09/14/06,09/19/06,C4214,1,NEGATIV,NA
Kloaksvaber,10529,3,09/14/06,09/15/06,C4189,1,NEGATIV,R7
Kloaksvaber,10362,2,09/14/06,09/15/06,C4194,2,POSITIV,R2
Kloaksvaber,10335,2,09/14/06,09/15/06,C4197,1,POSITIV,R4
Kloaksvaber,10141,2,09/15/06,09/19/06,C4226,1,NEGATIV,R5
Kloaksvaber,10141,3,09/15/06,09/19/06,C4226,2,NEGATIV,R5
Kloaksvaber,10356,2,09/15/06,09/19/06,C4222,1,POSITIV,R2
Kloaksvaber,10371,1,09/15/06,09/15/06,C4185,1,POSITIV,R1
Kloaksvaber,10389,1,09/15/06,09/19/06,C4218,1,POSITIV,R1
Kloaksvaber,10335,1,09/15/06,09/19/06,C4225,1,POSITIV,R4
Kloaksvaber,10141,4,09/15/06,09/19/06,C4226,3,NEGATIV,R5
Kloaksvaber,10349,2,09/15/06,09/19/06,C4206,1,NEGATIV,R2
Kloaksvaber,10371,2,09/15/06,09/19/06,C4204,1,NEGATIV,R1
Kloaksvaber,10416,3,09/15/06,09/15/06,C4186,1,POSITIV,R1
Kloaksvaber,10141,6,09/15/06,09/19/06,C4220,2,NEGATIV,R5
Kloaksvaber,10349,1,09/15/06,09/19/06,C4205,1,NEGATIV,R2
Kloaksvaber,10574,1,09/15/06,09/19/06,C4223,1,POSITIV,R6
Kloaksvaber,10216,1,09/15/06,09/19/06,C4207,1,NEGATIV,R5
Kloaksvaber,10416,2,09/15/06,09/15/06,C4184,1,POSITIV,R1
Kloaksvaber,10491,2,09/15/06,09/19/06,C4216,1,NEGATIV,NA
Kloaksvaber,10356,3,09/15/06,09/19/06,C4222,2,POSITIV,R2
Kloaksvaber,10141,5,09/15/06,09/19/06,C4220,1,NEGATIV,R5
Kloaksvaber,10335,2,09/15/06,09/19/06,C4225,2,POSITIV,R4
Kloaksvaber,10362,1,09/18/06,09/19/06,C4221,1,POSITIV,R2
Kloaksvaber,10482,1,09/18/06,09/19/06,C4208,1,NEGATIV,R5
Kloaksvaber,10116,4,09/18/06,09/19/06,C4210,1,NEGATIV,NA
Kloaksvaber,10394,14,09/18/06,09/19/06,C4227,3,POSITIV,R4
Kloaksvaber,10394,11,09/18/06,09/19/06,C4227,2,POSITIV,R4
Kloaksvaber,10394,10,09/18/06,09/19/06,C4227,1,POSITIV,R4
Kloaksvaber,10377,1,09/18/06,09/26/06,C4283,1,NEGATIV,R5
Kloaksvaber,10386,1,09/18/06,09/26/06,C4284,1,NEGATIV,R1
Kloaksvaber,10377,1,09/18/06,09/19/06,C4224,1,NEGATIV,R5
Kloaksvaber,10116,3,09/18/06,09/19/06,C4211,1,POSITIV,NA
Kloaksvaber,10482,2,09/18/06,09/19/06,C4209,1,NEGATIV,R5
Kloaksvaber,10415,1,09/18/06,09/19/06,C4219,1,POSITIV,NA
Kloaksvaber,10549,1,09/18/06,09/20/06,C4233,1,POSITIV,R1
Kloaksvaber,10362,2,09/18/06,09/19/06,C4221,2,POSITIV,R2
Kloaksvaber,10359,1,09/18/06,09/20/06,C4234,1,NEGATIV,R2
Kloaksvaber,10491,2,09/18/06,09/19/06,C4217,1,NEGATIV,NA
Kloaksvaber,10300,13,09/19/06,09/20/06,C4237,2,NEGATIV,R4
Kloaksvaber,10352,2,09/19/06,09/22/06,C4264,2,POSITIV,R1
Kloaksvaber,10116,5,09/19/06,09/20/06,C4232,1,POSITIV,NA
Kloaksvaber,10116,2,09/19/06,09/20/06,C4230,1,POSITIV,NA
Kloaksvaber,10604,1,09/19/06,09/20/06,C4235,1,POSITIV,R3
Kloaksvaber,10491,2,09/19/06,09/22/06,C4265,1,POSITIV,NA
Kloaksvaber,10552,1,09/19/06,09/20/06,C4228,1,NEGATIV,R5
Kloaksvaber,10352,1,09/19/06,09/22/06,C4264,1,POSITIV,R1
Kloaksvaber,10529,4,09/19/06,09/22/06,C4261,1,NEGATIV,R7
Kloaksvaber,10358,1,09/19/06,09/22/06,C4267,1,NEGATIV,NA
Kloaksvaber,10116,3,09/19/06,09/20/06,C4229,1,POSITIV,NA
Kloaksvaber,10367,2,09/19/06,09/26/06,C4286,1,POSITIV,R1
Kloaksvaber,10116,6,09/19/06,09/20/06,C4231,1,POSITIV,NA
Kloaksvaber,10300,12,09/19/06,09/20/06,C4237,1,NEGATIV,R4
Kloaksvaber,10604,1,09/19/06,09/22/06,C4259,1,POSITIV,R3
Kloaksvaber,10612,5,09/19/06,09/21/06,C4242,1,POSITIV,R5
Kloaksvaber,10127,3,09/20/06,09/21/06,C4245,2,POSITIV,R4
Kloaksvaber,10604,3,09/20/06,09/22/06,C4262,2,POSITIV,R3
Kloaksvaber,10450,1,09/20/06,09/22/06,C4253,1,POSITIV,R5
Kloaksvaber,10550,1,09/20/06,09/26/06,C4290,1,POSITIV,NA
Kloaksvaber,10116,5,09/20/06,09/21/06,C4240,1,POSITIV,NA
Kloaksvaber,10552,2,09/20/06,09/21/06,C4238,1,POSITIV,R5
Kloaksvaber,10604,2,09/20/06,09/22/06,C4262,1,POSITIV,R3
Kloaksvaber,10146,2,09/20/06,09/21/06,C4241,1,POSITIV,R3
Kloaksvaber,10367,1,09/20/06,09/26/06,C4285,1,NEGATIV,R1
Kloaksvaber,10637,2,09/20/06,09/21/06,C4244,1,POSITIV,R3
Kloaksvaber,10127,2,09/20/06,09/21/06,C4245,1,POSITIV,R4
Kloaksvaber,10491,2,09/20/06,09/22/06,C4266,1,NEGATIV,NA
Kloaksvaber,10226,15,09/20/06,09/21/06,C4243,1,NEGATIV,NA
Kloaksvaber,10430,3,09/20/06,09/22/06,C4257,1,NEGATIV,R3
Kloaksvaber,10116,1,09/20/06,09/21/06,C4239,1,NEGATIV,NA
Kloaksvaber,10358,1,09/21/06,09/22/06,C4268,1,NEGATIV,NA
Kloaksvaber,10637,1,09/21/06,09/22/06,C4254,1,NEGATIV,R3
Kloaksvaber,10383,3,09/21/06,09/22/06,C4258,1,POSITIV,R1
Kloaksvaber,10486,1,09/21/06,09/22/06,C4255,1,NEGATIV,R8
