Materialeart,Jnr,Dyrnr,Chrnr,Epi.nr,Prvdato,Resultat,region
Svaberprøve,B20432,0,10107,3,12/27/05,NEG,R3
Svaberprøve,B20433,0,10116,1,10/04/05,POS,NA
Svaberprøve,B20434,0,10116,1,11/17/05,NEG,NA
Svaberprøve,B20435,0,10116,1,11/18/05,NEG,NA
Svaberprøve,B20436,0,10116,2,10/04/05,POS,NA
Svaberprøve,B20437,0,10116,2,11/18/05,POS,NA
Svaberprøve,B20438,0,10116,3,10/03/05,POS,NA
Svaberprøve,B20439,0,10116,3,11/18/05,POS,NA
Svaberprøve,B20440,0,10116,4,10/03/05,POS,NA
Svaberprøve,B20441,0,10116,4,11/18/05,NEG,NA
Svaberprøve,B20442,0,10116,5,11/10/05,NEG,NA
Svaberprøve,B20443,0,10116,6,11/17/05,NEG,NA
Svaberprøve,B20444,0,10117,3,11/16/05,NEG,R6
Svaberprøve,B20445,0,10117,4,11/16/05,NEG,R6
Svaberprøve,B20446,0,10118,1,11/04/05,NEG,R6
Svaberprøve,B20447,0,10118,2,11/09/05,NEG,R6
Svaberprøve,B20448,0,10119,1,12/01/05,NEG,R2
Svaberprøve,B20449,0,10119,2,12/01/05,NEG,R2
Svaberprøve,B20450,0,10119,3,12/01/05,NEG,R2
Svaberprøve,B20451,0,10121,1,10/06/05,POS,R8
Svaberprøve,B20452,0,10121,1,11/22/05,NEG,R8
Svaberprøve,B20453,0,10121,2,10/06/05,NEG,R8
Svaberprøve,B20454,0,10121,2,11/22/05,NEG,R8
Svaberprøve,B20455,0,10121,3,10/05/05,POS,R8
Svaberprøve,B20456,0,10121,3,11/22/05,NEG,R8
Svaberprøve,B20457,0,10121,4,10/06/05,POS,R8
Svaberprøve,B20458,0,10121,4,11/22/05,NEG,R8
Svaberprøve,B20459,0,10121,5,10/06/05,POS,R8
Svaberprøve,B20460,0,10121,5,11/21/05,NEG,R8
Svaberprøve,B20461,0,10121,6,10/05/05,POS,R8
Svaberprøve,B20462,0,10121,6,11/21/05,POS,R8
Svaberprøve,B20463,0,10121,7,10/05/05,POS,R8
Svaberprøve,B20464,0,10121,7,11/21/05,NEG,R8
Svaberprøve,B20465,0,10131,2,10/12/05,POS,R3
Svaberprøve,B20466,0,10131,2,11/29/05,NEG,R3
Svaberprøve,B20467,0,10131,2,11/30/05,NEG,R3
Svaberprøve,B20468,0,10131,3,10/12/05,POS,R3
Svaberprøve,B20469,0,10131,3,11/29/05,NEG,R3
Svaberprøve,B20470,0,10131,4,11/29/05,NEG,R3
Svaberprøve,B20471,0,10131,4,10/07/05,NEG,R3
Svaberprøve,B20472,0,10132,1,11/11/05,NEG,R1
Svaberprøve,B20473,0,10132,1,12/29/05,POS,R1
Svaberprøve,B20474,0,10132,2,11/11/05,NEG,R1
Svaberprøve,B20475,0,10132,2,12/29/05,POS,R1
Svaberprøve,B20476,0,10143,1,10/28/05,POS,R3
Svaberprøve,B20477,0,10143,1,12/16/05,POS,R3
Svaberprøve,B20478,0,10143,2,10/27/05,POS,R3
Svaberprøve,B20479,0,10143,2,10/28/05,POS,R3
Svaberprøve,B20480,0,10143,2,12/16/05,POS,R3
Svaberprøve,B20481,0,10143,3,10/27/05,POS,R3
Svaberprøve,B20482,0,10143,3,12/16/05,POS,R3
Svaberprøve,B20483,0,10143,4,10/27/05,POS,R3
Svaberprøve,B20484,0,10143,4,12/16/05,POS,R3
Svaberprøve,B20485,0,10143,5,10/27/05,POS,R3
Svaberprøve,B20486,0,10143,5,12/15/05,POS,R3
Svaberprøve,B20487,0,10144,1,10/04/05,POS,R2
Svaberprøve,B20488,0,10144,1,11/22/05,NEG,R2
Svaberprøve,B20489,0,10146,1,10/13/05,POS,R3
Svaberprøve,B20490,0,10146,1,10/17/05,POS,R3
Svaberprøve,B20491,0,10146,1,12/01/05,NEG,R3
Svaberprøve,B20492,0,10146,2,10/13/05,POS,R3
Svaberprøve,B20493,0,10146,2,10/17/05,POS,R3
Svaberprøve,B20494,0,10146,2,12/01/05,NEG,R3
Svaberprøve,B20495,0,10149,1,10/18/05,NEG,R6
Svaberprøve,B20496,0,10149,1,12/05/05,NEG,R6
Svaberprøve,B20497,0,10149,2,10/18/05,NEG,R6
Svaberprøve,B20498,0,10149,2,12/05/05,POS,R6
Svaberprøve,B20499,0,10151,1,11/14/05,NEG,R3
Svaberprøve,B20500,0,10151,1,12/30/05,NEG,R3
Svaberprøve,B20501,0,10151,2,11/14/05,NEG,R3
Svaberprøve,B20502,0,10151,2,12/30/05,NEG,R3
Svaberprøve,B20503,0,10152,1,11/03/05,NEG,R2
Svaberprøve,B20504,0,10152,1,12/23/05,NEG,R2
Svaberprøve,B20505,0,10152,2,11/03/05,NEG,R2
Svaberprøve,B20506,0,10152,2,12/22/05,NEG,R2
Svaberprøve,B20507,0,10152,3,11/03/05,NEG,R2
Svaberprøve,B20508,0,10152,3,12/22/05,POS,R2
Svaberprøve,B20509,0,10154,1,12/13/05,POS,R1
Svaberprøve,B20510,0,10154,1,10/25/05,POS,R1
Svaberprøve,B20511,0,10154,2,12/13/05,NEG,R1
Svaberprøve,B20512,0,10154,2,10/25/05,NEG,R1
Svaberprøve,B20513,0,10154,3,12/13/05,NEG,R1
Svaberprøve,B20514,0,10154,3,10/24/05,NEG,R1
Svaberprøve,B20515,0,10159,2,11/11/05,NEG,NA
Svaberprøve,B20516,0,10159,3,11/11/05,NEG,NA
Svaberprøve,B20517,0,10159,10,11/11/05,NEG,NA
Svaberprøve,B20518,0,10174,3,12/19/05,NEG,R5
Svaberprøve,B20519,0,10174,3,10/18/05,NEG,R5
Svaberprøve,B20520,0,10174,4,12/19/05,NEG,R5
Svaberprøve,B20521,0,10174,4,10/17/05,NEG,R5
Svaberprøve,B20522,0,10183,1,11/03/05,POS,R2
Svaberprøve,B20523,0,10183,1,12/29/05,POS,R2
Svaberprøve,B20524,0,10183,2,11/03/05,POS,R2
Svaberprøve,B20525,0,10183,2,12/29/05,POS,R2
Svaberprøve,B20526,0,10186,1,10/13/05,NEG,R6
Svaberprøve,B20527,0,10186,1,12/02/05,NEG,R6
Svaberprøve,B20528,0,10186,2,10/13/05,NEG,R6
Svaberprøve,B20529,0,10186,2,12/02/05,NEG,R6
Svaberprøve,B20530,0,10186,3,10/13/05,POS,R6
Svaberprøve,B20531,0,10186,3,12/02/05,NEG,R6
Svaberprøve,B20532,0,10194,1,10/18/05,NEG,R5
Svaberprøve,B20533,0,10194,1,11/30/05,NEG,R5
Svaberprøve,B20534,0,10203,1,10/25/05,POS,R3
Svaberprøve,B20535,0,10203,1,12/14/05,NEG,R3
Svaberprøve,B20536,0,10203,2,10/25/05,POS,R3
Svaberprøve,B20537,0,10203,2,12/14/05,NEG,R3
Svaberprøve,B20538,0,10203,3,10/24/05,POS,R3
Svaberprøve,B20539,0,10203,3,12/14/05,NEG,R3
Svaberprøve,B20540,0,10215,1,10/10/05,NEG,R8
Svaberprøve,B20541,0,10215,1,11/24/05,NEG,R8
Svaberprøve,B20542,0,10216,1,11/15/05,POS,R5
Svaberprøve,B20543,0,10218,1,10/12/05,POS,R6
Svaberprøve,B20544,0,10218,1,10/13/05,POS,R6
Svaberprøve,B20545,0,10218,1,11/25/05,NEG,R6
Svaberprøve,B20546,0,10222,1,11/08/05,NEG,R2
Svaberprøve,B20547,0,10222,2,11/09/05,NEG,R2
Svaberprøve,B20548,0,10222,3,11/09/05,NEG,R2
Svaberprøve,B20549,0,10222,5,11/08/05,POS,R2
Svaberprøve,B20550,0,10222,41,11/07/05,POS,R2
Svaberprøve,B20551,0,10222,42,11/08/05,NEG,R2
Svaberprøve,B20552,0,10228,2,10/24/05,POS,R7
Svaberprøve,B20553,0,10228,2,12/21/05,NEG,R7
Svaberprøve,B20554,0,10236,1,10/13/05,NEG,NA
Svaberprøve,B20555,0,10236,1,11/30/05,NEG,NA
Svaberprøve,B20556,0,10236,2,10/12/05,NEG,NA
Svaberprøve,B20557,0,10236,2,10/13/05,NEG,NA
Svaberprøve,B20558,0,10236,2,11/30/05,NEG,NA
Svaberprøve,B20559,0,10236,3,10/12/05,NEG,NA
Svaberprøve,B20560,0,10236,3,11/30/05,NEG,NA
Svaberprøve,B20561,0,10236,4,10/12/05,POS,NA
Svaberprøve,B20562,0,10236,4,11/30/05,NEG,NA
Svaberprøve,B20563,0,10237,1,10/07/05,POS,R8
Svaberprøve,B20564,0,10237,1,11/25/05,NEG,R8
Svaberprøve,B20565,0,10237,2,10/07/05,POS,R8
Svaberprøve,B20566,0,10237,2,11/28/05,NEG,R8
Svaberprøve,B20567,0,10237,3,10/10/05,NEG,R8
Svaberprøve,B20568,0,10237,3,11/28/05,NEG,R8
Svaberprøve,B20569,0,10237,4,10/10/05,NEG,R8
Svaberprøve,B20570,0,10237,4,11/25/05,NEG,R8
Svaberprøve,B20571,0,10239,1,11/04/05,POS,R6
Svaberprøve,B20572,0,10239,1,12/22/05,NEG,R6
Svaberprøve,B20573,0,10239,2,11/04/05,POS,R6
Svaberprøve,B20574,0,10239,2,12/22/05,NEG,R6
Svaberprøve,B20575,0,10240,1,10/17/05,POS,R4
Svaberprøve,B20576,0,10240,1,12/09/05,NEG,R4
Svaberprøve,B20577,0,10242,1,11/15/05,POS,R7
Svaberprøve,B20578,0,10242,2,11/15/05,POS,R7
Svaberprøve,B20579,0,10243,1,10/18/05,POS,R3
Svaberprøve,B20580,0,10243,1,12/06/05,NEG,R3
Svaberprøve,B20581,0,10243,2,10/18/05,POS,R3
Svaberprøve,B20582,0,10243,2,12/06/05,POS,R3
Svaberprøve,B20583,0,10243,3,10/17/05,POS,R3
Svaberprøve,B20584,0,10243,3,12/06/05,POS,R3
Svaberprøve,B20585,0,10243,4,12/05/05,NEG,R3
Svaberprøve,B20586,0,10243,4,10/14/05,POS,R3
Svaberprøve,B20587,0,10243,5,10/17/05,POS,R3
Svaberprøve,B20588,0,10243,5,12/05/05,POS,R3
Svaberprøve,B20589,0,10247,1,11/11/05,POS,R2
Svaberprøve,B20590,0,10247,1,12/27/05,NEG,R2
Svaberprøve,B20591,0,10247,1,12/28/05,NEG,R2
Svaberprøve,B20592,0,10247,2,11/18/05,NEG,R2
Svaberprøve,B20593,0,10247,2,12/30/05,NEG,R2
Svaberprøve,B20594,0,10251,2,11/14/05,NEG,R2
Svaberprøve,B20595,0,10251,3,11/14/05,NEG,R2
Svaberprøve,B20596,0,10257,3,11/28/05,NEG,R6
Svaberprøve,B20597,0,10257,3,10/05/05,NEG,R6
Svaberprøve,B20598,0,10257,4,11/28/05,NEG,R6
Svaberprøve,B20599,0,10257,4,10/07/05,NEG,R6
Svaberprøve,B20600,0,10274,1,11/16/05,NEG,R6
Svaberprøve,B20601,0,10275,17,10/31/05,POS,R6
Svaberprøve,B20602,0,10275,17,12/19/05,NEG,R6
Svaberprøve,B20603,0,10275,18,10/31/05,POS,R6
Svaberprøve,B20604,0,10275,18,12/19/05,NEG,R6
Svaberprøve,B20605,0,10278,1,11/09/05,POS,R6
Svaberprøve,B20606,0,10278,2,11/09/05,NEG,R6
Svaberprøve,B20607,0,10278,3,11/09/05,NEG,R6
Svaberprøve,B20608,0,10281,1,10/12/05,POS,R6
Svaberprøve,B20609,0,10281,1,12/01/05,NEG,R6
Svaberprøve,B20610,0,10281,2,10/12/05,POS,R6
Svaberprøve,B20611,0,10281,2,11/30/05,NEG,R6
Svaberprøve,B20612,0,10281,3,11/01/05,POS,R6
Svaberprøve,B20613,0,10281,3,12/20/05,NEG,R6
Svaberprøve,B20614,0,10281,4,10/31/05,POS,R6
Svaberprøve,B20615,0,10281,4,12/19/05,NEG,R6
Svaberprøve,B20616,0,10281,4,12/20/05,NEG,R6
Svaberprøve,B20617,0,10301,2,11/10/05,POS,R4
Svaberprøve,B20618,0,10301,2,12/30/05,NEG,R4
Svaberprøve,B20619,0,10304,1,11/02/05,POS,R7
Svaberprøve,B20620,0,10304,1,12/21/05,NEG,R7
Svaberprøve,B20621,0,10304,3,11/02/05,POS,R7
Svaberprøve,B20622,0,10304,3,12/21/05,NEG,R7
Svaberprøve,B20623,0,10306,1,10/20/05,POS,R3
Svaberprøve,B20624,0,10306,1,12/07/05,NEG,R3
Svaberprøve,B20625,0,10306,2,10/20/05,NEG,R3
Svaberprøve,B20626,0,10306,2,12/09/05,NEG,R3
Svaberprøve,B20627,0,10306,3,10/19/05,POS,R3
Svaberprøve,B20628,0,10306,3,10/19/05,POS,R3
Svaberprøve,B20629,0,10306,3,12/09/05,NEG,R3
Svaberprøve,B20630,0,10306,4,10/19/05,NEG,R3
Svaberprøve,B20631,0,10306,4,12/07/05,NEG,R3
Svaberprøve,B20632,0,10306,5,10/19/05,POS,R3
Svaberprøve,B20633,0,10306,5,12/07/05,NEG,R3
Svaberprøve,B20634,0,10306,6,10/19/05,NEG,R3
Svaberprøve,B20635,0,10306,6,12/07/05,NEG,R3
Svaberprøve,B20636,0,10306,7,10/20/05,POS,R3
Svaberprøve,B20637,0,10306,7,12/08/05,NEG,R3
Svaberprøve,B20638,0,10306,8,10/20/05,POS,R3
Svaberprøve,B20639,0,10306,8,12/08/05,NEG,R3
Svaberprøve,B20640,0,10315,8,10/18/05,POS,NA
Svaberprøve,B20641,0,10315,8,12/05/05,NEG,NA
Svaberprøve,B20642,0,10336,1,11/10/05,POS,R4
Svaberprøve,B20643,0,10336,1,12/27/05,NEG,R4
Svaberprøve,B20644,0,10346,1,11/02/05,POS,R2
Svaberprøve,B20645,0,10346,1,12/21/05,NEG,R2
Svaberprøve,B20646,0,10346,2,11/01/05,POS,R2
Svaberprøve,B20647,0,10346,2,12/21/05,NEG,R2
Svaberprøve,B20648,0,10346,3,11/01/05,POS,R2
Svaberprøve,B20649,0,10346,3,12/20/05,NEG,R2
Svaberprøve,B20650,0,10346,4,11/01/05,NEG,R2
Svaberprøve,B20651,0,10346,4,11/02/05,NEG,R2
Svaberprøve,B20652,0,10346,4,12/20/05,NEG,R2
Svaberprøve,B20653,0,10347,2,11/18/05,POS,R2
Svaberprøve,B20654,0,10349,1,11/15/05,POS,R2
Svaberprøve,B20655,0,10349,1,10/04/05,NEG,R2
Svaberprøve,B20656,0,10349,2,11/17/05,POS,R2
Svaberprøve,B20657,0,10349,2,10/04/05,NEG,R2
Svaberprøve,B20658,0,10359,1,10/10/05,NEG,R2
Svaberprøve,B20659,0,10359,1,11/18/05,NEG,R2
Svaberprøve,B20660,0,10371,1,11/09/05,POS,R1
Svaberprøve,B20661,0,10371,1,12/27/05,POS,R1
Svaberprøve,B20662,0,10371,1,11/03/05,NEG,R1
Svaberprøve,B20663,0,10371,2,12/28/05,POS,R1
Svaberprøve,B20664,0,10371,2,11/02/05,NEG,R1
Svaberprøve,B20665,0,10379,1,11/17/05,NEG,R1
Svaberprøve,B20666,0,10379,1,11/11/05,NEG,R1
Svaberprøve,B20667,0,10379,1,12/29/05,NEG,R1
Svaberprøve,B20668,0,10379,2,11/14/05,NEG,R1
Svaberprøve,B20669,0,10379,2,11/11/05,NEG,R1
Svaberprøve,B20670,0,10379,2,11/14/05,NEG,R1
Svaberprøve,B20671,0,10379,2,12/29/05,NEG,R1
Svaberprøve,B20672,0,10379,2,12/30/05,NEG,R1
Svaberprøve,B20673,0,10387,1,12/22/05,NEG,R1
Svaberprøve,B20674,0,10387,1,10/31/05,NEG,R1
Svaberprøve,B20675,0,10395,1,10/10/05,POS,R1
Svaberprøve,B20676,0,10395,1,11/22/05,POS,R1
Svaberprøve,B20677,0,10395,1,11/23/05,NEG,R1
Svaberprøve,B20678,0,10395,1,11/24/05,NEG,R1
Svaberprøve,B20679,0,10395,2,10/10/05,NEG,R1
Svaberprøve,B20680,0,10395,2,11/23/05,POS,R1
Svaberprøve,B20681,0,10398,1,11/10/05,POS,R1
Svaberprøve,B20682,0,10398,1,12/30/05,NEG,R1
Svaberprøve,B20683,0,10404,1,10/13/05,NEG,R1
Svaberprøve,B20684,0,10404,1,11/28/05,NEG,R1
Svaberprøve,B20685,0,10404,2,10/14/05,POS,R1
Svaberprøve,B20686,0,10404,2,11/24/05,NEG,R1
Svaberprøve,B20687,0,10404,3,11/30/05,NEG,R1
Svaberprøve,B20688,0,10404,3,10/13/05,NEG,R1
Svaberprøve,B20689,0,10404,3,11/24/05,NEG,R1
Svaberprøve,B20690,0,10410,1,11/14/05,POS,R1
Svaberprøve,B20691,0,10410,1,12/27/05,POS,R1
Svaberprøve,B20692,0,10410,2,12/08/05,NEG,R1
Svaberprøve,B20693,0,10410,2,10/19/05,POS,R1
Svaberprøve,B20694,0,10410,3,12/08/05,NEG,R1
Svaberprøve,B20695,0,10410,3,10/19/05,NEG,R1
Svaberprøve,B20696,0,10416,1,11/24/05,POS,R1
Svaberprøve,B20697,0,10416,1,10/05/05,NEG,R1
Svaberprøve,B20698,0,10416,1,10/06/05,NEG,R1
Svaberprøve,B20699,0,10416,2,11/25/05,NEG,R1
Svaberprøve,B20700,0,10416,2,10/06/05,POS,R1
Svaberprøve,B20701,0,10416,3,11/24/05,NEG,R1
Svaberprøve,B20702,0,10416,3,10/07/05,POS,R1
Svaberprøve,B20703,0,10416,4,11/25/05,NEG,R1
Svaberprøve,B20704,0,10416,4,10/06/05,POS,R1
Svaberprøve,B20705,0,10419,1,11/21/05,POS,R1
Svaberprøve,B20706,0,10419,2,11/21/05,NEG,R1
Svaberprøve,B20707,0,10428,1,10/11/05,POS,R8
Svaberprøve,B20708,0,10428,1,11/29/05,NEG,R8
Svaberprøve,B20709,0,10428,2,10/11/05,NEG,R8
Svaberprøve,B20710,0,10428,2,11/28/05,NEG,R8
Svaberprøve,B20711,0,10428,3,10/11/05,NEG,R8
Svaberprøve,B20712,0,10428,3,11/29/05,NEG,R8
Svaberprøve,B20713,0,10434,1,10/06/05,POS,R3
Svaberprøve,B20714,0,10434,1,11/22/05,NEG,R3
Svaberprøve,B20715,0,10434,2,10/07/05,POS,R3
Svaberprøve,B20716,0,10434,2,11/23/05,NEG,R3
Svaberprøve,B20717,0,10434,3,10/07/05,POS,R3
Svaberprøve,B20718,0,10434,3,11/22/05,NEG,R3
Svaberprøve,B20719,0,10434,4,10/07/05,POS,R3
Svaberprøve,B20720,0,10434,4,11/23/05,NEG,R3
Svaberprøve,B20721,0,10434,5,10/06/05,NEG,R3
Svaberprøve,B20722,0,10434,5,11/23/05,POS,R3
Svaberprøve,B20723,0,10444,1,10/21/05,NEG,R3
Svaberprøve,B20724,0,10444,1,12/13/05,NEG,R3
Svaberprøve,B20725,0,10444,1,12/14/05,NEG,R3
Svaberprøve,B20726,0,10444,2,10/20/05,NEG,R3
Svaberprøve,B20727,0,10444,2,10/21/05,NEG,R3
Svaberprøve,B20728,0,10444,2,12/14/05,NEG,R3
Svaberprøve,B20729,0,10446,1,10/13/05,POS,R3
Svaberprøve,B20730,0,10446,1,10/14/05,POS,R3
Svaberprøve,B20731,0,10446,1,12/05/05,NEG,R3
Svaberprøve,B20732,0,10446,2,10/14/05,POS,R3
Svaberprøve,B20733,0,10446,2,12/05/05,NEG,R3
Svaberprøve,B20734,0,10450,1,11/15/05,NEG,R5
Svaberprøve,B20735,0,10450,1,11/16/05,POS,R5
Svaberprøve,B20736,0,10453,1,12/02/05,NEG,R5
Svaberprøve,B20737,0,10453,1,10/11/05,NEG,R5
Svaberprøve,B20738,0,10464,1,11/08/05,NEG,R3
Svaberprøve,B20739,0,10464,1,12/23/05,NEG,R3
Svaberprøve,B20740,0,10464,2,11/08/05,NEG,R3
Svaberprøve,B20741,0,10464,2,12/23/05,NEG,R3
Svaberprøve,B20742,0,10471,5,12/12/05,NEG,R5
Svaberprøve,B20743,0,10471,5,10/19/05,NEG,R5
Svaberprøve,B20744,0,10471,6,12/12/05,NEG,R5
Svaberprøve,B20745,0,10471,6,10/20/05,POS,R5
Svaberprøve,B20746,0,10471,7,12/12/05,POS,R5
Svaberprøve,B20747,0,10471,7,10/19/05,NEG,R5
Svaberprøve,B20748,0,10471,7,10/20/05,NEG,R5
Svaberprøve,B20749,0,10471,8,12/13/05,POS,R5
Svaberprøve,B20750,0,10471,8,10/20/05,NEG,R5
Svaberprøve,B20751,0,10482,1,12/02/05,NEG,R5
Svaberprøve,B20752,0,10482,1,10/17/05,NEG,R5
Svaberprøve,B20753,0,10482,1,12/02/05,NEG,R5
Svaberprøve,B20754,0,10482,2,10/17/05,NEG,R5
Svaberprøve,B20755,0,10482,2,11/25/05,NEG,R5
Svaberprøve,B20756,0,10485,1,11/08/05,POS,R5
Svaberprøve,B20757,0,10485,1,12/22/05,NEG,R5
Svaberprøve,B20758,0,10485,2,11/07/05,NEG,R5
Svaberprøve,B20759,0,10485,2,11/08/05,NEG,R5
Svaberprøve,B20760,0,10485,2,12/21/05,NEG,R5
Svaberprøve,B20761,0,10485,2,12/22/05,NEG,R5
Svaberprøve,B20762,0,10485,3,11/07/05,NEG,R5
Svaberprøve,B20763,0,10485,3,12/23/05,NEG,R5
Svaberprøve,B20764,0,10490,1,12/12/05,POS,NA
Svaberprøve,B20765,0,10490,1,10/25/05,NEG,NA
Svaberprøve,B20766,0,10490,2,12/12/05,POS,NA
Svaberprøve,B20767,0,10490,2,10/25/05,POS,NA
Svaberprøve,B20768,0,10502,6,10/14/05,POS,R2
Svaberprøve,B20769,0,10502,6,12/02/05,NEG,R2
Svaberprøve,B20770,0,10505,1,11/03/05,NEG,NA
Svaberprøve,B20771,0,10505,1,12/21/05,NEG,NA
Svaberprøve,B20772,0,10505,4,11/04/05,POS,NA
Svaberprøve,B20773,0,10505,4,12/21/05,NEG,NA
Svaberprøve,B20774,0,0,3,10/28/05,NEG,NA
Svaberprøve,B20775,0,0,4,10/28/05,NEG,NA
Svaberprøve,B20776,0,10510,1,11/07/05,NEG,NA
Svaberprøve,B20777,0,10510,1,12/28/05,POS,NA
Svaberprøve,B20778,0,10510,2,11/07/05,POS,NA
Svaberprøve,B20779,0,10510,2,12/28/05,NEG,NA
Svaberprøve,B20780,0,10510,3,11/07/05,POS,NA
Svaberprøve,B20781,0,10510,3,12/28/05,POS,NA
Svaberprøve,B20782,0,10510,4,11/07/05,POS,NA
Svaberprøve,B20783,0,10510,4,12/28/05,NEG,NA
Svaberprøve,B20784,0,10516,1,10/31/05,NEG,R1
Svaberprøve,B20785,0,10516,1,12/07/05,POS,R1
Svaberprøve,B20786,0,10516,1,12/08/05,POS,R1
Svaberprøve,B20787,0,10516,1,12/09/05,NEG,R1
Svaberprøve,B20788,0,10516,2,10/28/05,NEG,R1
Svaberprøve,B20789,0,10516,2,12/08/05,NEG,R1
Svaberprøve,B20790,0,10538,1,11/01/05,NEG,NA
Svaberprøve,B20791,0,10538,1,12/20/05,NEG,NA
Svaberprøve,B20792,0,10549,1,11/01/05,POS,R1
Svaberprøve,B20793,0,10549,1,12/19/05,NEG,R1
Svaberprøve,B20794,0,10552,1,11/28/05,NEG,R5
Svaberprøve,B20795,0,10552,1,10/11/05,POS,R5
Svaberprøve,B20796,0,10552,2,11/29/05,NEG,R5
Svaberprøve,B20797,0,10552,2,10/11/05,POS,R5
Svaberprøve,B20798,0,10553,1,12/02/05,NEG,R1
Svaberprøve,B20799,0,10553,1,10/12/05,POS,R1
Svaberprøve,B20800,0,10553,2,12/01/05,NEG,R1
Svaberprøve,B20801,0,10553,2,12/02/05,NEG,R1
Svaberprøve,B20802,0,10553,2,10/12/05,POS,R1
Svaberprøve,B20803,0,10553,2,12/01/05,NEG,R1
Svaberprøve,B20804,0,10575,1,11/14/05,NEG,R6
Svaberprøve,B20805,0,10575,1,12/23/05,NEG,R6
Svaberprøve,B20806,0,10586,1,10/31/05,NEG,R3
Svaberprøve,B20807,0,10586,1,12/19/05,NEG,R3
Svaberprøve,B20808,0,10586,2,11/01/05,POS,R3
Svaberprøve,B20809,0,10586,2,12/20/05,NEG,R3
Svaberprøve,B20810,0,10588,4,12/23/05,NEG,NA
Svaberprøve,B20811,0,10588,4,11/09/05,NEG,NA
Svaberprøve,B20812,0,10588,4,11/10/05,NEG,NA
Svaberprøve,B20813,0,10588,4,12/22/05,NEG,NA
Svaberprøve,B20814,0,10590,1,10/03/05,POS,R6
Svaberprøve,B20815,0,10590,1,11/16/05,POS,R6
Svaberprøve,B20816,0,10590,2,11/17/05,NEG,R6
Svaberprøve,B20817,0,10590,3,11/16/05,NEG,R6
Svaberprøve,B20818,0,10595,5,11/14/05,NEG,NA
Svaberprøve,B20819,0,10595,6,11/14/05,NEG,NA
Svaberprøve,B20820,0,10595,6,11/15/05,NEG,NA
Svaberprøve,B20821,0,10595,7,11/15/05,NEG,NA
Svaberprøve,B20822,0,10609,1,10/27/05,NEG,R2
Svaberprøve,B20823,0,10609,1,12/14/05,NEG,R2
Svaberprøve,B20824,0,10609,2,10/26/05,NEG,R2
Svaberprøve,B20825,0,10609,2,10/27/05,NEG,R2
Svaberprøve,B20826,0,10609,2,12/15/05,NEG,R2
Svaberprøve,B20827,0,10609,3,10/27/05,NEG,R2
Svaberprøve,B20828,0,10609,3,12/13/05,NEG,R2
Svaberprøve,B20829,0,10609,3,12/14/05,NEG,R2
Svaberprøve,B20830,0,10609,4,10/28/05,NEG,R2
Svaberprøve,B20831,0,10609,4,12/15/05,NEG,R2
Svaberprøve,B20832,0,10609,4,12/16/05,NEG,R2
Svaberprøve,B20833,0,10610,1,11/17/05,NEG,R5
Svaberprøve,B20834,0,10610,2,11/17/05,NEG,R5
Svaberprøve,B20835,0,10610,3,11/16/05,NEG,R5
Svaberprøve,B20836,0,10612,4,10/05/05,NEG,R5
Svaberprøve,B20837,0,10612,4,11/21/05,NEG,R5
Svaberprøve,B20838,0,10612,5,10/11/05,NEG,R5
Svaberprøve,B20839,0,10612,5,10/05/05,NEG,R5
Svaberprøve,B20840,0,10612,5,11/21/05,NEG,R5
Svaberprøve,B20841,0,10612,5,11/22/05,NEG,R5
Svaberprøve,B20842,0,10619,1,12/05/05,NEG,R5
Svaberprøve,B20843,0,10619,2,12/06/05,NEG,R5
Svaberprøve,B20844,0,10619,2,12/07/05,NEG,R5
Svaberprøve,B20845,0,10619,3,12/06/05,NEG,R5
Svaberprøve,B20846,0,10619,4,12/07/05,NEG,R5
Svaberprøve,B20847,0,10624,1,11/23/05,POS,R5
Svaberprøve,B20848,0,10624,1,10/03/05,POS,R5
Svaberprøve,B20849,0,10624,2,11/23/05,POS,R5
Svaberprøve,B20850,0,10624,2,10/03/05,POS,R5
Svaberprøve,B20851,0,10625,2,12/21/05,NEG,R1
Svaberprøve,B20852,0,10625,2,11/01/05,NEG,R1
Svaberprøve,B20853,0,10625,3,12/20/05,NEG,R1
Svaberprøve,B20854,0,10625,3,11/02/05,NEG,R1
Svaberprøve,B20855,0,10625,4,12/20/05,NEG,R1
Svaberprøve,B20856,0,10625,4,11/02/05,NEG,R1
Svaberprøve,B20857,0,10636,1,10/18/05,POS,R3
Svaberprøve,B20858,0,10636,1,12/02/05,POS,R3
Svaberprøve,B20859,0,10636,2,10/18/05,POS,R3
Svaberprøve,B20860,0,10636,2,12/02/05,NEG,R3
Svaberprøve,B20861,0,10642,1,10/26/05,NEG,R8
Svaberprøve,B20862,0,10642,1,12/14/05,NEG,R8
Svaberprøve,B20863,0,10642,2,10/25/05,NEG,R8
Svaberprøve,B20864,0,10642,2,12/15/05,POS,R8
Svaberprøve,B20865,0,10647,1,10/26/05,POS,R8
Svaberprøve,B20866,0,10647,1,12/15/05,POS,R8
Svaberprøve,B20867,0,10647,2,10/26/05,POS,R8
Svaberprøve,B20868,0,10647,2,12/15/05,NEG,R8
Svaberprøve,B20869,0,10651,1,10/07/05,POS,R5
Svaberprøve,B20870,0,10651,1,12/02/05,NEG,R5
Svaberprøve,B20871,0,10652,2,12/30/05,NEG,R5
Svaberprøve,B20872,0,10075,1,01/03/06,NEG,R5
